household lat long Strain wt90 wt120 wt150 wt180 country
ESR2427 7.681145 38.056765 S-RIR  684.848484848485 1048.48484848485 1265.83072100313 1453.91849529781 Ethiopia
ESR2428 7.66186833333333 38.0773433333333 Sasso 836.190476190476 1493.33333333333 2147.42857142857 2798.85714285714 Ethiopia
ESR2430 7.70841333333333 38.0522983333333 Koekoek 912.5 1151.13636363636 1501.01880877743 1935.97178683386 Ethiopia
ESR2431 7.67659833333333 38.0704416666667 Sasso 948.888888888889 1915.55555555556 2196 1876 Ethiopia
ESR2433 7.67646 38.063855 Sasso 963.009404388715 1136.99059561129 1385.74545454545 1699.92727272727 Ethiopia
ESR2434 7.67452 38.06352 S-RIR  586.538461538462 759.615384615385 1055.55555555556 1388.88888888889 Ethiopia
ESR2435 7.64549666666667 38.055375 S-RIR  582.222222222222 768.888888888889 972.413793103448 1179.31034482759 Ethiopia
ESR2439 7.68719833333333 38.0663216666667 S-RIR  538.888888888889 705.555555555556 848.275862068965 866.666666666667 Ethiopia
ESR2440 7.676165 38.0634283333333 S-RIR  750.961538461538 952.884615384615 1442.96296296296 2020.74074074074 Ethiopia
ESR2443 7.66089833333333 38.12421 S-RIR  603.846153846154 776.923076923077 1146.66666666667 1546.66666666667 Ethiopia
ESR2445 7.68392666666667 38.1410566666667 Kuroiler 452.136752136752 734.188034188034 800 1631.25 Ethiopia
ESR2447 7.66722166666667 38.1436133333333 Kuroiler 607.709090909091 834.618181818182 1228.13186813187 1860.36866359447 Ethiopia
ESR2448 7.65867833333333 38.1443683333333 S-RIR  534.567901234568 904.938271604938 1054.03225806452 1158.87096774194 Ethiopia
ESR2451 7.63849333333333 38.1349516666667 S-RIR  788.095238095238 923.015873015873 1214 1544 Ethiopia
ESR2459 7.67011166666667 38.1317 Kuroiler 506.878306878307 856.084656084656 886.813186813187 1382.85714285714 Ethiopia
ESR2460 7.654385 38.1219866666667 Kuroiler 669.195402298851 972.64367816092 1323.7037037037 1792 Ethiopia
ESR2462 7.65539 38.1176133333333 S-RIR  612.980769230769 1088.94230769231 1528.57142857143 1957.14285714286 Ethiopia
ESR2465 7.66119333333333 38.138745 Sasso 1450 1725 2275 2825 Ethiopia
ESR2466 7.68435 38.1243216666667 S-RIR  519.230769230769 634.615384615385 736.666666666667 836.666666666667 Ethiopia
ESR2469 7.657595 38.1165483333333 S-RIR  604.817404817405 889.199689199689 1216.02564102564 1555.76923076923 Ethiopia
ESR2472 7.64096666666667 38.1477616666667 Kuroiler 433.103448275862 1005.51724137931 1440 2387.2 Ethiopia
ESR2476 7.65409666666667 38.1217066666667 Kuroiler 385.714285714286 1028.57142857143 1272.52747252747 1766.66666666667 Ethiopia
ESR2482 7.358763 37.7850454 Sasso 392.857142857143 526.785714285714 779.802955665025 688.620689655172 Ethiopia
ESR2483 7.33039666666667 37.7949183333333 S-RIR  714.0625 760.9375 768.75 600 Ethiopia
ESR2484 7.33916666666667 37.8022966666667 S-RIR  552.083333333333 614.583333333333 666.666666666667 648.809523809524 Ethiopia
ESR2486 7.33751 37.7943183333333 S-RIR  600 600 600 600 Ethiopia
ESR2489 7.33628 37.7948683333333 Kuroiler 857.142857142857 857.142857142857 857.142857142857 821.428571428571 Ethiopia
ESR2492 7.33784166666667 37.7915066666667 S-RIR  714.285714285714 714.285714285714 691.964285714286 556.122448979592 Ethiopia
ESR2494 7.35599833333333 37.78436 Sasso 314.102564102564 578.525641025641 980 707.931034482759 Ethiopia
ESR2497 7.33664 37.8022216666667 Kuroiler 857.142857142857 857.142857142857 857.142857142857 792.857142857143 Ethiopia
ESR2498 7.33529 37.7836583333333 S-RIR  472.222222222222 638.888888888889 743.055555555556 555.555555555556 Ethiopia
ESR2499 7.356105 37.784435 Sasso 392.857142857143 526.785714285714 689.124668435013 646.153846153846 Ethiopia
ESR2500 7.35618666666667 37.7844433333333 Sasso 409.090909090909 579.545454545455 799.310344827586 778.620689655172 Ethiopia
ESR2501 7.34258 37.8003883333333 S-RIR  492.1875 632.8125 730.46875 611.607142857143 Ethiopia
ESR2503 7.355975 37.7843983333333 Sasso 314.102564102564 578.525641025641 750.313479623824 742.319749216301 Ethiopia
ESR2505 7.33402166666667 37.78328 Kuroiler 710.714285714286 764.285714285714 817.857142857143 857.142857142857 Ethiopia
ESR2506 7.34148833333333 37.8100066666667 Kuroiler 743.055555555556 763.888888888889 784.722222222222 800 Ethiopia
ESR2507 7.33149833333333 37.780075 Kuroiler 777.777777777778 777.777777777778 777.777777777778 777.777777777778 Ethiopia
ESR2509 7.35573166666667 37.7844166666667 Sasso 458.333333333333 614.583333333333 786.206896551724 863.218390804598 Ethiopia
ESR2511 7.35557 37.7845766666667 Sasso 184.065934065934 565.247252747253 770.098866650591 759.529780564263 Ethiopia
ESR2512 7.343195 37.7913066666667 S-RIR  554.6875 661.221590909091 730.46875 625 Ethiopia
ESR2515 7.33272666666667 37.7986533333333 Kuroiler 875 875 875 799.107142857143 Ethiopia
ESR2516 7.35556666666667 37.7844316666667 Sasso 458.333333333333 614.583333333333 827.899686520376 742.319749216301 Ethiopia
ESR2517 7.34059333333333 37.8014533333333 Kuroiler 920.138888888889 868.055555555556 815.972222222222 750 Ethiopia
ESR2519 7.33708833333333 37.7987966666667 Kuroiler 369.047619047619 547.619047619048 726.190476190476 842.857142857143 Ethiopia
ESR2520 7.3298 37.7938233333333 S-RIR  786.458333333333 630.208333333333 500 500 Ethiopia
ESR2526 7.31681 37.7903716666667 S-RIR  1766.66666666667 766.666666666667 598.181818181818 500 Ethiopia
ESR2561 7.35415 37.7858266666667 Sasso 779.506172839506 720.246913580247 660.987654320988 601.728395061728 Ethiopia
ESR2568 7.35206 37.78593 Sasso 415.37037037037 459.814814814815 504.259259259259 548.703703703704 Ethiopia
ESR2572 7.35135 37.7858583333333 Sasso 785 710 635 560 Ethiopia
ESR2581 7.35002166666667 37.786275 Sasso 640.909090909091 621.428571428572 601.948051948052 582.467532467532 Ethiopia
ESR2584 7.34975333333333 37.7879716666667 Sasso 676.438746438746 629.85754985755 583.276353276353 536.695156695157 Ethiopia
ESR2589 7.34980166666667 37.7875266666667 Sasso 785 710 635 560 Ethiopia
ESR2598 7.34989666666667 37.78697 Sasso 401.937321937322 472.877492877493 543.817663817664 614.757834757835 Ethiopia
ETG2001 13.81717 39.6093266666667 Koekoek 1006.875 948.620689655172 938.275862068965 927.931034482759 Ethiopia
ETG2003 13.8170833333333 39.6095816666667 Koekoek 370.666666666667 890.666666666667 1561.25 2255 Ethiopia
ETG2007 13.81653 39.6160733333333 Koekoek 337.91452991453 1003.55555555556 1470.95352564103 1907.85256410256 Ethiopia
ETG2009 13.821855 39.60809 Koekoek 955 842.258064516129 1064.83870967742 1287.41935483871 Ethiopia
ETG2011 13.8170916666667 39.609805 Horro 1442.58241758242 904.807692307692 933.653846153846 962.5 Ethiopia
ETG2013 13.817695 39.6099333333333 Koekoek 571.384615384615 936 1540.86538461538 2182.69230769231 Ethiopia
ETG2014 13.8194383333333 39.6166316666667 Sasso 600 1063.94444444444 1192.51336898396 1156.41711229947 Ethiopia
ETG2024 13.840205 39.5936283333333 Koekoek 1048.84672619048 1145.16129032258 1013.44086021505 881.720430107527 Ethiopia
ETG2028 13.8421066666667 39.5899583333333 Koekoek 1153.38541666667 1445.69892473118 1486.02150537634 1526.34408602151 Ethiopia
ETG2029 13.83285 39.5693166666667 Koekoek 1090.3125 1217.41935483871 1391.61290322581 1565.8064516129 Ethiopia
ETG2032 13.8175283333333 39.6107916666667 Koekoek 367.760683760684 959.555555555556 1413.46153846154 1846.15384615385 Ethiopia
ETG2035 13.8236766666667 39.6104183333333 Koekoek 288.260869565217 933.913043478261 1369.375 1772.5 Ethiopia
ETG2037 13.8373533333333 39.6140266666667 Koekoek 265.217391304348 878.260869565217 1415 1940 Ethiopia
ETG2042 13.7876533333333 39.5991266666667 Koekoek 619.310344827586 1173.33333333333 1706.91244239631 2107.83410138249 Ethiopia
ETG2048 13.7871566666667 39.5989483333333 Koekoek 593.103448275862 1156.66666666667 1408.06451612903 875.806451612903 Ethiopia
ETG2051 13.7047958280891 39.6433013677597 Sasso 942.703962703963 1402.84382284382 1709.09090909091 2010.03134796238 Ethiopia
ETG2059 13.7873116666667 39.59972 Koekoek 623.218390804598 1231.11111111111 1875.69892473118 2059.56989247312 Ethiopia
ETG2069 13.7025141064078 39.6408933307976 Sasso 950.769230769231 1366.15384615385 2600 3862.06896551724 Ethiopia
ETG2071 13.6944083333333 39.6481916666667 S-RIR  728.282828282828 1122.22222222222 1214.36559139785 1131.78494623656 Ethiopia
ETG2081 13.7782583333333 39.464105 Horro 708.648648648649 707.428571428571 988.142857142857 1268.85714285714 Ethiopia
ETG2082 13.7774766666667 39.4641183333333 Koekoek 791.666666666667 745.37037037037 1004.62962962963 1263.88888888889 Ethiopia
ETG2083 13.7841433333333 39.460015 Koekoek 852.490421455939 822.839506172839 1352.16049382716 1881.48148148148 Ethiopia
ETG2084 13.78158 39.4441366666667 Koekoek 908.103448275862 758.333333333333 841.666666666667 925 Ethiopia
ETG2085 13.7819633333333 39.44477 Koekoek 635.544635544636 682.708333333333 1176.45833333333 1670.20833333333 Ethiopia
ETG2086 13.77959 39.46169 S-RIR  855.737704918033 1111.47540983607 1896.49122807018 2159.64912280702 Ethiopia
ETG2087 13.779955 39.4594616666667 Kuroiler 830.014124293785 1188.06497175141 1927.77777777778 2011.11111111111 Ethiopia
ETG2088 13.77681 39.4611383333333 Kuroiler 917.231638418079 1239.26553672316 1590.09009009009 1860.36036036036 Ethiopia
ETG2089 13.7772433333333 39.4643766666667 Koekoek 794.137931034483 783.333333333333 916.666666666667 1050 Ethiopia
ETG2090 13.781105 39.4602416666667 Kuroiler 922.460317460317 1320.07936507937 1810.18518518519 1740.74074074074 Ethiopia
ETG2091 13.77821 39.4666416666667 Koekoek 695.945945945946 778.75 816.25 853.75 Ethiopia
ETG2092 NA NA Kuroiler 1142.71186440678 1488.47457627119 1659.45945945946 2091.66666666667 Ethiopia
ETG2093 13.7847416666667 39.4594033333333 S-RIR  819.285714285714 1023.33333333333 1110.83333333333 1198.33333333333 Ethiopia
ETG2094 13.7857733333333 39.448885 Koekoek 708.854166666667 830.30303030303 1012.12121212121 1193.93939393939 Ethiopia
ETG2095 13.792255 39.4660483333333 Koekoek 688.541666666667 918.813131313131 831.691919191919 744.570707070707 Ethiopia
ETG2096 13.7823983333333 39.4609466666667 Koekoek 747.045454545455 998.181818181818 1107.27272727273 1216.36363636364 Ethiopia
ETG2098 13.783895 39.4596666666667 S-RIR  913.87012987013 1363.63636363636 2454.54545454545 3545.45454545455 Ethiopia
ETG2099 13.7820433333333 39.44742 Koekoek 836.227180527383 877.777777777778 1122.22222222222 1366.66666666667 Ethiopia
ETG2100 13.7780816666667 39.4657783333333 Koekoek 721.09375 978.787878787879 1001.51515151515 1024.24242424242 Ethiopia
ETG2101 13.7794483333333 39.4615933333333 Koekoek 732.432432432432 878.333333333333 1461.66666666667 2045 Ethiopia
ETG2102 13.7767883333333 39.4614366666667 Koekoek 850.919540229885 838.888888888889 1227.77777777778 1616.66666666667 Ethiopia
ETG2103 13.782925 39.4498266666667 Koekoek 831.034482758621 938.271604938272 1283.95061728395 1629.62962962963 Ethiopia
ETG2104 13.7796966666667 39.460915 Koekoek 678.753443526171 933.854166666667 906.510416666667 879.166666666667 Ethiopia
ETG2105 13.7813666666667 39.460955 Koekoek 759.943181818182 1162.67217630854 1320.52341597796 1478.37465564738 Ethiopia
ETG2106 13.7811833333333 39.4487366666667 Koekoek 790.915119363395 875 1500 2125 Ethiopia
ETG2107 13.7624066666667 39.4788083333333 Horro 697.458172458172 761.666666666667 1161.66666666667 1561.66666666667 Ethiopia
ETG2108 13.7639083333333 39.48343 Koekoek 712.239583333333 1072.39057239057 1256.73400673401 1441.07744107744 Ethiopia
ETG2109 13.769575 39.480885 Koekoek 775.454545454545 892.5 1061.25 1230 Ethiopia
ETG2110 13.7690683333333 39.4799916666667 Kuroiler 880.677966101695 1117.1186440678 1500 1884.61538461538 Ethiopia
ETG2111 13.76391 39.4793883333333 S-RIR  1102.94117647059 1184.86842105263 612.5 40.1315789473686 Ethiopia
ETG2112 13.7651166666667 39.47953 S-RIR  937.450980392157 1063.59649122807 958.333333333333 853.070175438596 Ethiopia
ETG2113 13.7684216666667 39.4813933333333 Kuroiler 1150.67796610169 1537.1186440678 961.666666666667 2736.66666666667 Ethiopia
ETG2114 13.7699866666667 39.4793533333333 Horro 741.531531531532 818.666666666667 808.666666666667 798.666666666667 Ethiopia
ETG2115 13.7676933333333 39.4841266666667 Horro 678.304668304668 666 636 606 Ethiopia
ETG2117 13.7625533333333 39.48401 S-RIR  905.882352941176 1254.28571428571 1832.85714285714 2411.42857142857 Ethiopia
ETG2118 13.7627466666667 39.479115 Koekoek 801.261261261261 1014.16666666667 1489.16666666667 1964.16666666667 Ethiopia
ETG2119 13.7684433333333 39.4817016666667 S-RIR  1063.52941176471 1273.68421052632 800 326.315789473684 Ethiopia
ETG2121 13.323975 39.1753183333333 Sasso 931.034482758621 2000 2095.23809523809 2190.47619047619 Ethiopia
ETG2123 13.32179 39.171975 S-RIR  1018.13333333333 1340.8 1939.63963963964 3061.29032258065 Ethiopia
ETG2125 13.3243966666667 39.1731016666667 Kuroiler 976.412776412776 1310.56511056511 1587.38738738739 1769.84126984127 Ethiopia
ETG2126 13.32622 39.173955 S-RIR  985.294462006791 1367.45111813605 1859.45945945946 2537.5 Ethiopia
ETG2127 13.3254066666667 39.1743666666667 Sasso 984.48275862069 2200 2259.11330049261 2318.22660098522 Ethiopia
ETG2129 13.3268383333333 39.1742416666667 S-RIR  1145.92302674494 1684.08349641226 2337.58043758044 3139.58333333333 Ethiopia
ETG2131 13.327805 39.17495 Kuroiler 1131.27413127413 1652.50965250965 2091.89189189189 2341.875 Ethiopia
ETG2132 13.3228383333333 39.175045 Kuroiler 1123.78378378378 1553.51351351351 1872.43243243243 2001.25 Ethiopia
ETG2136 13.3283316666667 39.174875 Sasso 983.908045977012 2066.66666666667 2296.55172413793 2526.4367816092 Ethiopia
ETG2138 13.3221516666667 39.1713683333333 S-RIR  942.456140350877 1287.19298245614 1864.44444444444 3000 Ethiopia
ETG2144 13.32456 39.173655 Sasso 1214.28571428571 2050 2282.14285714286 2514.28571428571 Ethiopia
ETG2146 13.3243333333333 39.17353 Kuroiler 1073.05936073059 1429.22374429224 1702.7027027027 1865.625 Ethiopia
ETG2149 13.3250716666667 39.173945 S-RIR  987.149380300065 1454.85975212003 2272.97297297297 3580 Ethiopia
ETG2150 13.32394 39.1676566666667 Kuroiler 842.374517374517 1136.77606177606 1587.83783783784 2391.93548387097 Ethiopia
ETG2151 13.32613 39.170755 S-RIR  1143.2380952381 1608 2241.44144144144 3187.09677419355 Ethiopia
ETG2152 13.323895 39.1702666666667 S-RIR  809.777777777778 996.444444444444 1370.37037037037 2225.8064516129 Ethiopia
ETG2156 13.324815 39.1684733333333 Sasso 1054.97737556561 1957.50663129973 2067.32095490716 2177.13527851459 Ethiopia
ETG2157 13.326465 39.1705766666667 Kuroiler 1165.86666666667 1577.86666666667 2084.44444444444 2787.09677419355 Ethiopia
ETG2160 13.3233116666667 39.16992 Sasso 1126.83823529412 1874.13793103448 2223.27586206897 2572.41379310345 Ethiopia
ETG2162 13.2235883333333 39.1631616666667 Horro 734.69387755102 955.102040816327 1431.74603174603 2344.44444444444 Ethiopia
ETG2163 13.2249616666667 39.1596766666667 Kuroiler 918.241758241758 1205 1326.25 1988.01652892562 Ethiopia
ETG2164 13.225195 39.1631866666667 S-RIR  691.692307692308 876 1233.125 1679.22794117647 Ethiopia
ETG2165 13.2338883333333 39.16683 Koekoek 759.090909090909 1210.60606060606 1695.77922077922 2159.25925925926 Ethiopia
ETG2166 13.2250716666667 39.1567216666667 S-RIR  690.47619047619 885 1445.16129032258 1779.79797979798 Ethiopia
ETG2167 13.2238616666667 39.16457 S-RIR  639.516129032258 770.785440613027 1281.80555555556 1803.83403361345 Ethiopia
ETG2168 13.2249633333333 39.163035 Kuroiler 1056.25615763547 1585 1740.2380952381 2115.54621848739 Ethiopia
ETG2170 13.228435 39.17521 Koekoek 1055.15151515152 1377.87878787879 1766.92307692308 2198.07692307692 Ethiopia
ETG2172 13.2248566666667 39.173615 Koekoek 924.292929292929 1456.86868686869 1844.54545454545 2115 Ethiopia
ETG2173 13.2322233333333 39.1669333333333 Kuroiler 937.357954545455 1421.11436950147 2193.96551724138 2551.47058823529 Ethiopia
ETG2174 13.227145 39.17409 Kuroiler 710.689655172414 771.333333333333 1646.44444444444 2660.73232323232 Ethiopia
ETG2175 13.2318766666667 39.16662 S-RIR  697.254962779156 803.940615835777 1197.64890282132 1582.35294117647 Ethiopia
ETG2177 13.2241633333333 39.1591116666667 S-RIR  735 1011.15384615385 1230 1482.45390972664 Ethiopia
ETG2178 13.2221166666667 39.1610416666667 Koekoek 1520.4822954823 1721.18437118437 1921.88644688645 2228.84615384615 Ethiopia
ETG2179 13.2314533333333 39.168125 Horro 1165.71428571429 1071.42857142857 1666.66666666667 2140 Ethiopia
ETG2181 13.2271166666667 39.199835 Kuroiler 799.172932330827 1120.11695906433 1674.14141414141 2063.06818181818 Ethiopia
ETG2182 13.2384883333333 39.206985 Koekoek 861.830808080808 1346.3005050505 2058.80952380952 2831.11111111111 Ethiopia
ETG2183 13.2279666666667 39.174585 Kuroiler 810.47619047619 1459.36507936508 1679.62962962963 1917.50841750842 Ethiopia
ETG2184 13.2218066666667 39.202205 Koekoek 885.227272727273 1396.59090909091 1873.42857142857 2217.55555555556 Ethiopia
ETG2185 13.2255 39.1667033333333 Koekoek 1799.375 1865 1930.625 2176 Ethiopia
ETG2188 13.2359066666667 39.1478516666667 Kuroiler 1104.54545454545 1867.5 1958.88888888889 2111.25992063492 Ethiopia
ETG2189 13.2282383333333 39.1787316666667 Koekoek 1777.47252747253 2004.94505494506 2186.92307692308 2146.66666666667 Ethiopia
ETG2191 13.234095 39.1660433333333 Koekoek 625 1340.90909090909 1871.78542178542 2197.03703703704 Ethiopia
ETG2192 13.2286183333333 39.15139 Horro 764.335664335664 923.776223776224 1452.30769230769 1963.33333333333 Ethiopia
ETG2193 13.2383283333333 39.149865 Koekoek 1567.9748822606 1845.8398744113 2008.05860805861 2289.28571428571 Ethiopia
ETG2194 13.2253566666667 39.16618 Koekoek 1877.61904761905 1882.38095238095 1887.14285714286 2107 Ethiopia
ETG2195 13.2350966666667 39.1523933333333 Koekoek 1274.72527472527 1657.14285714286 1928.20512820513 2058.33333333333 Ethiopia
ETG2196 13.2149983333333 39.1769483333333 Koekoek 1691.875 1795 1898.125 2158 Ethiopia
ETG2197 13.2302183333333 39.1687366666667 S-RIR  752.727272727273 889.350649350649 1137.14285714286 1568.66359447005 Ethiopia
ETG2198 13.2321316666667 39.1676483333333 Kuroiler 895 1471.61290322581 2232.75862068966 2642.85714285714 Ethiopia
ETG2200 13.230175 39.1753116666667 S-RIR  770.745920745921 864.986737400531 1185.71428571429 1850.21645021645 Ethiopia
ETG2241 14.0315666666667 38.59711 S-RIR  810.739795918367 900.280612244898 1017.66666666667 2011.42857142857 Ethiopia
ETG2242 14.0306916666667 38.5934733333333 Kuroiler 805.374149659864 1097.21088435374 1033.62068965517 2132.25806451613 Ethiopia
ETG2243 14.0300316666667 38.5957483333333 Kuroiler 907.692307692308 1031.73076923077 997.666666666667 1596.66666666667 Ethiopia
ETG2250 14.119425 38.59933 Kuroiler 1102.23140495868 1496.44628099174 1045.80459770115 2010.21505376344 Ethiopia
ETG2254 14.0192766666667 38.595705 Kuroiler 1038.46153846154 1471.15384615385 1017.48768472906 1575.34838709677 Ethiopia
ETG2256 14.02252 38.59296 S-RIR  1019.23076923077 1048.07692307692 1067.81818181818 1175.16129032258 Ethiopia
ETG2259 14.0103333333333 38.59457 Kuroiler 941.860465116279 1126.66666666667 1030.45977011494 1777.5 Ethiopia
ETG2261 14.0331083333333 38.596425 Kuroiler 901.495726495726 970.405982905983 976.5 1284.57142857143 Ethiopia
ETG2262 14.0288383333333 38.595765 Kuroiler 1038.18681318681 1138.32417582418 1006.08620689655 1611.29032258065 Ethiopia
ETG2264 14.0381333333333 38.5937116666667 S-RIR  873.632218844985 908.966565349544 997.083333333333 1431.25 Ethiopia
ETG2269 14.0375466666667 38.594415 S-RIR  868.794326241135 897.163120567376 957.5 1609.64285714286 Ethiopia
ETG2270 14.031195 38.5978966666667 S-RIR  840.17094017094 937.92735042735 994.222222222222 1857.55555555556 Ethiopia
ETG2275 14.0322866666667 38.6094366666667 S-RIR  660.923423423423 664.301801801802 667.68018018018 674.032467532468 Ethiopia
ETG2281 14.3601883333333 38.8041216666667 S-RIR  562.666666666667 972.666666666667 1411.76470588235 2000 Ethiopia
ETG2282 14.3518516666667 38.8521116666667 Kuroiler 883.703703703704 1461.48148148148 2735.29411764706 3000 Ethiopia
ETG2284 14.3472595 38.8142198 Koekoek 777.040816326531 1263.01020408163 1695.27027027027 1734.48275862069 Ethiopia
ETG2286 14.3607783333333 38.85565 Koekoek 1122.5974025974 1099.22077922078 1075.84415584416 1764.28571428571 Ethiopia
ETG2287 14.3632933333333 38.8503933333333 Kuroiler 769.650793650794 1253.46031746032 1638.65546218487 2347.25274725275 Ethiopia
ETG2288 14.3626183333333 38.8501783333333 S-RIR  457.022222222222 731.688888888889 1058.82352941176 2394.23076923077 Ethiopia
ETG2289 14.36198 38.85482 Kuroiler 772.296296296296 1454.51851851852 1747.05882352941 1984.61538461538 Ethiopia
ETG2290 14.361615 38.8540366666667 Koekoek 825 860.714285714286 896.428571428571 1606.25 Ethiopia
ETG2293 14.3535533333333 38.8279083333333 S-RIR  509.333333333333 969.333333333333 1823.52941176471 1440 Ethiopia
ETG2294 14.354655 38.8277983333333 S-RIR  612.288888888889 1092.95555555556 1265.625 1551.02040816327 Ethiopia
ETG2297 14.3468816666667 38.8247933333333 Kuroiler 753.489177489178 1252.45021645022 1873.94957983193 2426 Ethiopia
ETG2298 14.353225 38.82883 Koekoek 905.252525252525 744.646464646465 584.040404040404 976.388888888889 Ethiopia
ETG2299 14.34933 38.8353583333333 S-RIR  552 972 1274.50980392157 1572.57142857143 Ethiopia
ETG2300 14.350235 38.828035 Kuroiler 709.417989417989 1115.7671957672 1436.97478991597 2116 Ethiopia
ETG2302 14.3511266666667 38.8163733333333 S-RIR  506.696296296296 812.918518518519 1245.09803921569 1232 Ethiopia
ETG2303 14.4056416666667 38.7855666666667 Koekoek 1219.64285714286 1396.84684684685 1477.92792792793 1853.44827586207 Ethiopia
ETG2304 14.4060016666667 38.7856933333333 Koekoek 1096.42857142857 1954.05405405405 2278.37837837838 2589.65517241379 Ethiopia
ETG2305 14.4060683333333 38.7857283333333 Koekoek 1194.28571428571 1534.05405405405 1858.37837837838 2575.1724137931 Ethiopia
ETG2306 14.36426 38.850145 Koekoek 991.948051948052 974.415584415584 956.883116883117 1435.71428571429 Ethiopia
ETG2307 14.3626666666667 38.8568783333333 Kuroiler 699.518518518518 1098.40740740741 1588.23529411765 1965.27777777778 Ethiopia
ETG2308 14.363685 38.8566983333333 Kuroiler 713.849206349206 1157.89682539683 1547.79411764706 2432.69230769231 Ethiopia
ETG2309 14.3625333333333 38.8569 S-RIR  602.15873015873 1109.06349206349 1495.79831932773 1890.10989010989 Ethiopia
ETG2312 14.3617366666667 38.8205766666667 Koekoek 696.598639455782 1240.81632653061 1703.6465036465 2058.12807881773 Ethiopia
ETG2313 14.350175 38.8269683333333 Koekoek 1200.34632034632 1383.8961038961 1567.44588744589 2018.57142857143 Ethiopia
ETG2314 14.362135 38.8241783333333 Koekoek 904.761904761905 1726.19047619048 2162.16216216216 2359.77011494253 Ethiopia
ETG2315 14.3560466666667 38.8605583333333 Koekoek 680 1025.45454545455 1696.42857142857 1876.75675675676 Ethiopia
ETG2316 14.362865 38.8488816666667 S-RIR  504.177777777778 781.511111111111 1129.41176470588 1443.42857142857 Ethiopia
ETG2317 14.4058 38.7858466666667 Koekoek 1248.80952380952 1973.87387387387 2217.11711711712 2426.4367816092 Ethiopia
ETG2318 14.3630466666667 38.8556766666667 Kuroiler 687.420875420876 1136.7138047138 1492.64705882353 1735.57692307692 Ethiopia
ETG2319 14.3696348 38.8033154 Koekoek 279.107142857143 476.967032967033 990.593406593407 1504.21978021978 Ethiopia
ETG2320 14.3517966666667 38.8281216666667 Koekoek 1260.91051805338 1572.91993720565 1923.63132363132 1950.28735632184 Ethiopia
ETG2322 14.4359666666667 38.78026 Kuroiler 817.48427672956 860.880503144654 2346.66666666667 2746.66666666667 Ethiopia
ETG2323 14.4350833333333 38.778225 Koekoek 807.52688172043 1141.17647058824 1290.11494252874 1493.5632183908 Ethiopia
ETG2324 14.43739 38.7818533333333 S-RIR  599.989868287741 826.889564336373 1611.42857142857 1954.28571428571 Ethiopia
ETG2326 14.4354116666667 38.7798533333333 Kuroiler 716.85534591195 996.100628930817 1744.7619047619 2087.61904761905 Ethiopia
ETG2327 14.4369383333333 38.76971 Koekoek 642.58064516129 865.161290322581 1137.5 1418.75 Ethiopia
ETG2330 14.4531766666667 38.80934 Kuroiler 724.40251572327 923.459119496855 2066.66666666667 2200 Ethiopia
ETG2331 14.4534766666667 38.7858333333333 S-RIR  590.933806146572 795.011820330969 1183.07692307692 1467.74193548387 Ethiopia
ETG2332 14.4556333333333 38.7873616666667 Koekoek 611.827956989247 822.058823529412 958.620689655172 1217.24137931034 Ethiopia
ETG2334 14.454125 38.7857133333333 Kuroiler 536.574074074074 710.185185185185 1245.83333333333 1475 Ethiopia
ETG2337 14.4314383333333 38.7792783333333 Kuroiler 617.368421052632 822.631578947368 1336.84210526316 1613.15789473684 Ethiopia
ETG2339 14.44125 38.774275 S-RIR  661.163522012579 849.842767295597 1568.57142857143 1625.71428571429 Ethiopia
ETG2345 14.451225 38.8071083333333 S-RIR  573.876811594203 743.985507246377 1366.66666666667 1400 Ethiopia
ETG2346 14.4327983333333 38.7822383333333 S-RIR  572.517730496454 737.943262411348 1272.38095238095 1443.80952380952 Ethiopia
ETG2347 14.45226 38.7997066666667 S-RIR  585.390070921986 774.751773049645 1183.33333333333 1554.16666666667 Ethiopia
ETG2348 14.437745 38.7779883333333 S-RIR  646.914893617021 887.872340425532 1267.61904761905 1796.19047619048 Ethiopia
ETG2349 14.4334066666667 38.7836716666667 Koekoek 776.539589442815 1065.3743315508 1567.24137931034 2084.48275862069 Ethiopia
ETG2350 14.4479366666667 38.7749466666667 Koekoek 707.52688172043 1043.62745098039 1210.03134796238 1510.97178683386 Ethiopia
ETG2351 14.431625 38.7821933333333 Koekoek 605.529953917051 1057.14285714286 1485.71428571429 1914.28571428571 Ethiopia
ETG2352 14.4333516666667 38.7836416666667 Koekoek 737.096774193548 1107.35294117647 1172.41379310345 1844.8275862069 Ethiopia
ETG2357 14.4559183333333 38.7877633333333 Kuroiler 604.754716981132 741.735849056604 1252.72727272727 1387.5 Ethiopia
ETG2358 14.4363633333333 38.7862716666667 Kuroiler 557.672955974843 830.314465408805 1800 2800 Ethiopia
ETG2359 14.4528466666667 38.7877033333333 Kuroiler 660.10781671159 833.962264150943 1511.11111111111 2844.44444444444 Ethiopia
ETG2360 14.4537833333333 38.7871166666667 Kuroiler 660.10781671159 833.962264150943 1511.11111111111 2844.44444444444 Ethiopia
NIM1001 5.39593666666667 7.14901166666667 Shika Brown 273.128205128205 800.313725490196 1256.64285714286 1632.71428571429 Nigeria
NIM1003 5.39683 7.15022666666667 Sasso 549.08 1603.81333333333 2092.32142857143 2320.66964285714 Nigeria
NIM1008 5.39020166666667 7.15671666666667 Shika Brown 285.407407407407 897.529411764706 1189.64285714286 1766.96428571429 Nigeria
