household lat long Strain wt90 wt120 wt150 wt180 country
NNS1085 8.51685 7.57223666666667 Fulani 147.992125984252 121.833333333333 688.333333333333 6013.33333333333 Nigeria
NNS1086 8.52209666666667 7.57418166666667 Fulani 146.091624910523 86.9267676767677 734.166666666667 4959.16666666667 Nigeria
NNS1087 8.51686333333333 7.571065 Fulani 138.23192555476 120.03367003367 665 4565 Nigeria
NNS1088 8.68509666666667 7.80848833333333 Shika Brown 344.067059483726 428.115881032548 463.602693602694 484.309764309764 Nigeria
NNS1089 8.68167333333333 7.80909 Shika Brown 502.499352499353 414.232064232064 444.205387205387 510.164983164983 Nigeria
NNS1090 8.68348166666667 7.80654166666667 Shika Brown 467.396011396011 643.207977207977 787.541208791209 922.293956043956 Nigeria
NNS1091 8.68503 7.80863333333333 Shika Brown 469.962962962963 461.074074074074 577.285714285714 731.571428571429 Nigeria
NNS1092 8.68342166666667 7.80670166666667 Shika Brown 309.17328042328 555.403439153439 659.795918367347 721.020408163265 Nigeria
NNS1093 8.68259 7.80801333333333 Shika Brown 333.593073593074 617.359307359307 587.405612244898 461.97193877551 Nigeria
NNS1094 8.67924666666667 7.81097833333333 Shika Brown 670.259259259259 862.481481481482 908.702380952381 910.488095238095 Nigeria
NNS1102 8.51482333333333 7.57049666666667 FUNAAB Alpha 447.372863247863 642.156385281385 896.428571428571 1102.47252747253 Nigeria
NNS1103 8.515655 7.57306166666667 FUNAAB Alpha 695.82304526749 898.398692810458 1088.68888888889 1367.35555555556 Nigeria
NNS1104 8.519665 7.57540333333333 FUNAAB Alpha 448.518518518519 655.126050420168 1058.54285714286 1574.54285714286 Nigeria
NNS1105 8.51868 7.57337666666667 FUNAAB Alpha 427.598765432099 819.166666666667 1462.46666666667 2151.96666666667 Nigeria
NNS1141 8.87482833333333 8.26643333333333 Kuroiler 330.184615384615 366.600274725275 1598.33333333333 3073.33333333333 Nigeria
NNS1142 8.88000833333333 8.26677 Kuroiler 330.494117647059 308.727490996399 1774 5539 Nigeria
NNS1143 8.87324166666667 8.26482666666667 Kuroiler 328.5 304.642857142857 1588.33333333333 2988.33333333333 Nigeria
NNS1144 8.87255166666667 8.26460833333333 Kuroiler 331.418181818182 322.215909090909 1575 2606.25 Nigeria
NNS1145 8.87935333333333 8.26938 Kuroiler 363.36 427.318181818182 1652.5 3190 Nigeria
NNS1146 8.88449166666667 8.26109 Kuroiler 330.9 368.181818181818 1640 3190 Nigeria
NNS1147 8.88402666666667 8.26117166666667 Kuroiler 294.291428571429 295.992784992785 1647 3297 Nigeria
NNS1148 8.884415 8.26023833333333 Sasso 329.907692307692 370.533216783217 1727.14285714286 4170 Nigeria
NNS1149 8.87795666666667 8.26712666666667 Sasso 331.129411764706 377.262700534759 1705 3780 Nigeria
NNS1150 8.87971166666667 8.269155 Sasso 331.32 370.829545454545 1670 3575 Nigeria
NNS1151 8.88214666666667 8.26599166666667 Sasso 332.4 373.484848484848 1365 840 Nigeria
NNS1152 8.88338 8.26179333333333 Sasso 331.628571428571 382.816558441558 1489 1609 Nigeria
NNS1153 8.88658166666667 8.26345666666667 Sasso 331.68 368.431818181818 1605 2130 Nigeria
NNS1154 8.873005 8.26464666666667 Sasso 329.7 331.883116883117 1610 3110 Nigeria
NNS1155 8.88469666666667 8.26374833333333 Fulani 167.454545454545 180.413223140496 881.666666666667 2106.66666666667 Nigeria
NNS1156 8.88294333333333 8.26382833333333 Fulani 167.25 186.060606060606 919.166666666667 2644.16666666667 Nigeria
NNS1157 8.88107 8.26742833333333 Fulani 168.3 179.393939393939 813.125 1619.375 Nigeria
NNS1172 8.88220166666667 8.26417333333333 FUNAAB Alpha 846.56862745098 879.772727272727 1384.36363636364 2370.27272727273 Nigeria
NNS1173 8.884625 8.26554833333333 FUNAAB Alpha 868.508266051519 955.324197860963 1303.77840909091 1956.19318181818 Nigeria
NNS1174 8.87858 8.26717666666667 FUNAAB Alpha 843.875432525952 869.909502262443 1419.0675990676 2303.27505827506 Nigeria
NNS1175 8.874075 8.26635666666667 FUNAAB Alpha 873.16742081448 966.468531468531 1338.76033057851 2010.66115702479 Nigeria
NNS1176 9.055515 8.40705333333333 Kuroiler 191.265734265734 355.921078921079 999.705882352941 1820.29411764706 Nigeria
NNS1178 9.04856 8.40867166666667 Kuroiler 272.485714285714 119.626373626374 2663.62745098039 3439.70588235294 Nigeria
NNS1179 9.05609333333333 8.40784666666667 Kuroiler 285.096153846154 376.442307692308 913.235294117647 2326.76470588235 Nigeria
NNS1180 9.06603333333333 8.40573666666667 Kuroiler 312.551282051282 356.269230769231 947.205882352941 1630.29411764706 Nigeria
NNS1181 9.05900166666667 8.41168166666667 Kuroiler 256.8 207.307692307692 970.171568627451 1966.49509803922 Nigeria
NNS1182 9.05575 8.407835 Kuroiler 270.912 305.753846153846 727.058823529412 1587.94117647059 Nigeria
NNS1183 9.06151666666667 8.41221 Sasso 311.492673992674 388.580586080586 1602.69117647059 2318.05882352941 Nigeria
NNS1184 9.05167 8.40868166666667 Kuroiler 282.625152625153 354.456654456654 1193.10695187166 2517.4385026738 Nigeria
NNS1185 9.05695166666667 8.407805 Sasso 302.544 151.485714285714 2519.12289915966 3282.75210084034 Nigeria
NNS1186 9.058835 8.40807166666667 Sasso 282.96 304.282051282051 853.709150326797 1411.84640522876 Nigeria
NNS1187 9.05792666666667 8.40834666666667 Sasso 289.611428571429 331.175824175824 643.181818181818 195.909090909091 Nigeria
NNS1188 9.06662 8.40668833333333 Sasso 301.85 379.6 751.56862745098 1045.09803921569 Nigeria
NNS1189 9.056185 8.40761333333333 Sasso 300.050223214286 241.150793650794 1357.2268907563 2397.7731092437 Nigeria
NNS1190 9.04582166666667 8.41201 Fulani 120.72 119.076923076923 1076.27450980392 1520.39215686274 Nigeria
NNS1191 9.05609 8.40458666666667 Fulani 208.715384615385 192.330769230769 574.833333333333 2357.33333333333 Nigeria
NNS1192 9.05616833333333 8.40738666666667 Fulani 144.461538461538 162.923076923077 564.764705882353 801.235294117647 Nigeria
NNS1193 9.05991 8.40731 Shika Brown 827.142857142857 823.794642857143 1188.14285714286 1453.85714285714 Nigeria
NNS1194 9.05894833333333 8.40800666666667 Shika Brown 516.071428571429 516.071428571429 794.488095238095 882.702380952381 Nigeria
NNS1195 9.05772 8.40802666666667 Shika Brown 686.071428571429 686.071428571429 1021.67857142857 1243.46428571429 Nigeria
NNS1196 9.06609333333333 8.41558166666667 Shika Brown 1076.78571428571 1076.78571428571 1521.7380952381 1645.30952380952 Nigeria
NNS1197 9.06654166666667 8.415885 Shika Brown 765.584415584416 1011.2012987013 1396 1393.85714285714 Nigeria
NNS1198 9.05624666666667 8.407785 Shika Brown 1320.17857142857 1017.16517857143 1117.38095238095 1174.52380952381 Nigeria
NNS1199 9.05790333333333 8.40834833333333 Shika Brown 729.666666666667 729.666666666667 1090.51111111111 1269.17777777778 Nigeria
NNS1200 9.05411666666667 8.40558333333333 Noiler 1612.79487179487 1895.90185676393 2268.71352785146 2641.52519893899 Nigeria
NNS1201 9.056145 8.407625 Noiler 1023.08888888889 1189 1399 1609 Nigeria
NNS1202 9.054185 8.40584833333333 Noiler 1616.375 1493.38362068966 2359.11637931035 3224.84913793103 Nigeria
NNS1203 9.06595333333333 8.41616333333333 Noiler 886.288888888889 1100.33333333333 1260.33333333333 1420.33333333333 Nigeria
NNS1204 9.045215 8.41223166666667 Noiler 917.244444444444 1000.94252873563 1154.3908045977 1307.83908045977 Nigeria
NNS1205 9.044995 8.41176166666667 Noiler 818.857142857143 1162.88177339901 1407.83251231527 1652.78325123153 Nigeria
NNS1206 9.06619333333333 8.40629333333333 Noiler 719.948717948718 959.20424403183 1180.02652519894 1400.84880636605 Nigeria
NNS1207 9.06611333333333 8.40649166666667 FUNAAB Alpha 698.235294117647 1175.41176470588 1263.82608695652 1377.30434782609 Nigeria
NNS1208 9.05977 8.40809666666667 FUNAAB Alpha 421.871657754011 739.819518716578 1148.96739130435 1742.11956521739 Nigeria
NNS1209 9.05796833333333 8.40852666666667 FUNAAB Alpha 976.274509803922 1845.51470588235 2053.20652173913 1124.07608695652 Nigeria
NNS1210 9.0556 8.40681666666667 FUNAAB Alpha 901.191553544495 1548.4766214178 1666.95652173913 727.826086956522 Nigeria
NNS1211 9.011095 8.612335 Kuroiler 217.142857142857 -43.0454545454546 2377.5 8932.5 Nigeria
NNS1212 9.01068833333333 8.61221833333333 Kuroiler 216.25 41.8863636363636 1404.16666666667 3679.16666666667 Nigeria
NNS1213 9.01038166666667 8.61227333333333 Kuroiler 209.201680672269 -63.6363636363636 1500 3000 Nigeria
NNS1214 9.01046 8.611005 Kuroiler 221.338582677165 -28 1552.28571428571 3258 Nigeria
NNS1215 9.009995 8.60841166666667 Kuroiler 184.724409448819 -147.833333333333 2451.25 9433.75 Nigeria
NNS1216 9.00511666666667 8.59787166666667 Kuroiler 197.244094488189 -193.9875 1382.73809523809 2429.16666666666 Nigeria
NNS1217 9.010885 8.61013333333333 Kuroiler 203.385826771654 -204.716666666667 2032.8125 6028.4375 Nigeria
NNS1218 9.01014666666667 8.61060666666667 Sasso 239.448818897638 -179.055555555556 2143.21428571429 6289.64285714286 Nigeria
NNS1219 9.01044 8.60937 Sasso 233.90625 -112.888888888889 1560.5 4005.5 Nigeria
NNS1220 9.011385 8.61990666666667 Sasso 163.125 -379.037037037037 2253.75 6101.25 Nigeria
NNS1221 9.01249333333333 8.61897833333333 Sasso 269.815848214286 -112.420634920635 1653 3963 Nigeria
NNS1222 9.01118833333333 8.619205 Sasso 194.397321428571 -337.248677248677 1434 2994 Nigeria
NNS1223 9.01147833333333 8.62011333333333 Sasso 200.643028846154 -436.025641025641 1840 3410 Nigeria
NNS1224 9.01059333333333 8.607975 Sasso 199.069602272727 -317.289562289562 1602.5 3477.5 Nigeria
NNS1225 9.00532333333333 8.598425 Fulani 180.090144230769 -195.683760683761 1853.125 5996.875 Nigeria
NNS1226 9.00891 8.59879 Fulani 195.234375 -47.5925925925926 1468.75 3231.25 Nigeria
NNS1227 9.010335 8.60847833333333 Fulani 174.642857142857 -14.7619047619048 1395.41666666667 4282.91666666667 Nigeria
NNS1228 9.00957166666667 8.59831333333333 Shika Brown 704.143356643357 1005.32 1189.22 1373.12 Nigeria
NNS1229 9.01057333333333 8.61236833333333 Shika Brown 677.254545454545 894.331313131313 1017.57373737374 1140.81616161616 Nigeria
NNS1230 9.01051333333333 8.607645 Shika Brown 656.33 997.933333333333 1408.68333333333 1819.43333333333 Nigeria
NNS1231 9.01039666666667 8.61189666666667 Shika Brown 579.690909090909 855.718181818182 1128.03636363636 396.666666666667 Nigeria
NNS1232 9.01024833333333 8.60793833333333 Shika Brown 666.325 962.036666666667 1302.56166666667 1643.08666666667 Nigeria
NNS1233 9.01074833333333 8.60932166666667 Shika Brown 660.485 927.683333333333 1280.30833333333 1632.93333333333 Nigeria
NNS1234 9.01067 8.610365 Shika Brown 595.755555555556 822.725 1117.85 1412.975 Nigeria
NNS1242 9.00835166666667 8.59907333333333 FUNAAB Alpha 461.142857142857 1067.11111111111 1316.94444444444 1441.94444444444 Nigeria
NNS1243 9.00659666666667 8.59848333333333 FUNAAB Alpha 511 1071.12 1314.26785714286 1650.16071428571 Nigeria
NNS1244 9.01026666666667 8.61087333333333 FUNAAB Alpha 563.507936507937 1101.46666666667 1245.90773809524 1351.71130952381 Nigeria
NNS1245 9.01029666666667 8.61148 FUNAAB Alpha 561.594516594517 930.305050505051 1201.59812409812 1519.88816738817 Nigeria
NNS1246 9.06882 8.66276666666667 Kuroiler 218.13446969697 471.827651515152 793.995098039216 -271.25 Nigeria
NNS1247 9.069835 8.66701 Kuroiler 287.259615384615 484.855769230769 903.630952380952 -3305 Nigeria
NNS1248 9.070195 8.665635 Kuroiler 257.659722222222 472.868055555556 866.952380952381 538.75 Nigeria
NNS1249 9.069195 8.66470333333333 Kuroiler 305.902777777778 491.319444444444 845.446428571429 517.5 Nigeria
NNS1250 9.06929833333333 8.66419 Kuroiler 144.811921296296 448.370949074074 893.080357142857 -752.5 Nigeria
NNS1251 9.06981333333333 8.66202333333333 Kuroiler 293.049242424242 479.753787878788 892.544642857143 45 Nigeria
NNS1252 9.06966666666667 8.66181833333333 Kuroiler 219.861111111111 474.027777777778 770.107142857143 3800 Nigeria
NNS1253 9.06924333333333 8.66330833333333 Sasso 292.845643939394 524.52178030303 875.327380952381 615 Nigeria
NNS1254 9.06903333333333 8.6608 Sasso 177.367424242424 488.162878787879 839.046266233766 1826 Nigeria
NNS1255 9.06918166666667 8.65978833333333 Sasso 251.555555555556 464.888888888889 852.619047619048 1827.5 Nigeria
NNS1256 9.09779 8.65405166666667 Sasso 111.549479166667 458.815104166667 1008.75 -1215 Nigeria
NNS1257 9.09745166666667 8.65375 Sasso 258.142361111111 513.871527777778 836.964285714286 -173.333333333333 Nigeria
NNS1258 9.09660666666667 8.65330666666667 Sasso 235.128205128205 519.74358974359 784.107142857143 775.5 Nigeria
NNS1259 9.09604666666667 8.65299 Sasso 154.895833333333 458.020833333333 970.625 350 Nigeria
NNS1260 9.09572833333333 8.652795 Fulani 162.065217391304 224.010416666667 442.916666666667 -341.666666666667 Nigeria
NNS1261 9.09601 8.65285666666667 Fulani 125.544871794872 247.660256410256 505 615 Nigeria
NNS1262 9.094965 8.65302166666667 Fulani 158.75 201.666666666667 486.071428571429 261 Nigeria
NNS1263 9.09752666666667 8.65341333333333 Shika Brown 186.21875 246.536016949153 307.235169491525 750.171703296703 Nigeria
NNS1264 9.09403 8.652595 Shika Brown 179.633333333333 247.994350282486 314.943502824859 746.410256410256 Nigeria
NNS1265 9.06797333333333 8.66115833333333 Shika Brown 178 227.03995157385 278.613801452785 763.763736263736 Nigeria
NNS1266 9.06912 8.66004833333333 Shika Brown 169.464285714286 216.35593220339 262.845036319613 743.818681318681 Nigeria
NNS1267 9.069025 8.66210666666667 Shika Brown 178.089743589744 232.809647979139 284.634941329857 753.343195266272 Nigeria
NNS1268 9.06926833333333 8.66301166666667 Shika Brown 174.133484162896 239.791395045632 288.683181225554 736.804733727811 Nigeria
NNS1269 9.06978333333333 8.66299833333333 Shika Brown 178.46875 232.118644067797 288.686440677966 756.213017751479 Nigeria
NNS1270 9.06932 8.661425 Noiler 927.062937062937 1019.56937799043 1075.55023923445 1131.53110047847 Nigeria
NNS1271 9.06983 8.66273666666667 Noiler 936.038461538462 1023.44736842105 1095.28947368421 1167.13157894737 Nigeria
NNS1272 9.06945166666667 8.66364833333333 Noiler 949.730769230769 1025.07142857143 1065.78571428571 1106.5 Nigeria
NNS1273 9.06929166666667 8.66333 Noiler 930.032051282051 1011.60087719298 1099.04166666667 1198.8630952381 Nigeria
NNS1274 9.06885333333333 8.66158 Noiler 952.777777777778 980.964912280702 1155.52631578947 1330.08771929825 Nigeria
NNS1275 9.07019833333333 8.665365 Noiler 973.75 1085.88815789474 1195.42763157895 1304.96710526316 Nigeria
NNS1276 9.09853666666667 8.65360333333333 Noiler 996.153846153846 1102.82894736842 1197.56578947368 1292.30263157895 Nigeria
NNS1278 9.09619666666667 8.653435 FUNAAB Alpha 553.372549019608 751.397435897436 975.051282051282 1198.70512820513 Nigeria
NNS1279 9.09788333333333 8.65341333333333 FUNAAB Alpha 421.470588235294 480.384615384615 682.307692307692 884.230769230769 Nigeria
NNS1280 9.09663333333333 8.65322333333333 FUNAAB Alpha 474.705882352941 618.25641025641 859.538461538462 1100.82051282051 Nigeria
NNS1281 8.57173166666667 8.499355 Kuroiler 182.142857142857 -647.4 1570.83333333333 2895.83333333333 Nigeria
NNS1282 8.570165 8.49745166666667 Kuroiler 260.102040816327 -324.142857142857 1633.2 3181.2 Nigeria
NNS1283 8.56966166666667 8.49894833333333 Kuroiler 232.61274158912 -505 1633.8 4165.8 Nigeria
NNS1284 8.56959833333333 8.49757666666667 Kuroiler 252.584108804581 -719.166666666667 1722.33333333333 3932.33333333333 Nigeria
NNS1287 8.57081666666667 8.496745 Kuroiler 212.48031496063 -1101.5625 1515 2265 Nigeria
NNS1288 8.56909333333333 8.50161833333333 Sasso 280.866141732283 -1866.5 2427 1857 Nigeria
NNS1289 8.57058833333334 8.49762666666667 Sasso 238.169291338583 -916.5625 1126 2041 Nigeria
NNS1292 8.56363166666667 8.51763833333333 Sasso 299.881889763779 -261.458333333333 1635 4035 Nigeria
NNS1295 8.572995 8.554605 Fulani 160.659448818898 -412.96875 763.142857142857 1688.85714285714 Nigeria
NNS1296 8.573325 8.553665 Fulani 188.267716535433 -241.333333333333 895 2620 Nigeria
NNS1297 8.57966666666667 8.55852666666667 Fulani 211.496062992126 159.696296296296 911.25 1361.25 Nigeria
NNS1298 8.57308333333333 8.49801666666667 Shika Brown 468.591836734694 756.372448979592 1044.15306122449 1331.93367346939 Nigeria
NNS1299 8.57233 8.49918166666667 Shika Brown 767.053571428571 925.758928571429 1084.46428571429 1243.16964285714 Nigeria
NNS1300 8.57253833333333 8.49892333333333 Shika Brown 840.714285714286 931.785714285714 1022.85714285714 1113.92857142857 Nigeria
NNS1301 8.57277166666667 8.49983333333333 Shika Brown 841.454545454545 933.159090909091 1024.86363636364 1116.56818181818 Nigeria
NNS1302 8.57198 8.49631333333333 Shika Brown 524.785714285714 547.464285714286 570.142857142857 592.821428571428 Nigeria
NNS1303 8.56958833333333 8.49909333333333 Shika Brown 899.551020408163 1486.23469387755 2072.91836734694 2659.60204081633 Nigeria
NNS1304 8.57266333333333 8.496535 Shika Brown 829.025974025974 1069.61038961039 1310.19480519481 1550.77922077922 Nigeria
NNS1305 8.572165 8.49763166666667 Noiler 1434.69696969697 1517.53623188406 1472.42753623188 1427.31884057971 Nigeria
NNS1306 8.57276166666667 8.49700333333333 Noiler 911.482683982684 848.022774327122 873.954451345756 899.886128364389 Nigeria
NNS1308 8.5628 8.517075 Noiler 1083.78038628039 1170.45484949833 1474.16722408027 1777.87959866221 Nigeria
NNS1309 8.562525 8.51742 Noiler 1046.05509641873 1032.91304347826 1021.17391304348 1009.4347826087 Nigeria
NNS1310 8.574545 8.55385166666667 Noiler 943.86544011544 1097.54658385093 1141.33540372671 1185.12422360248 Nigeria
NNS1312 8.57521333333333 8.55553833333333 FUNAAB Alpha 524.489966555184 596.479933110368 1324 2332.46153846154 Nigeria
NNS1313 8.57456166666667 8.55562666666667 FUNAAB Alpha 627.728260869565 823.70652173913 832.8125 761.830357142857 Nigeria
NNS1314 8.57439166666667 8.55362 FUNAAB Alpha 678.002717391304 869.442934782609 1626.328125 2625.546875 Nigeria
NNS1315 8.56944 8.49920833333333 FUNAAB Alpha 1477.61562233589 1606.05232310315 358.333333333333 -1479.16666666667 Nigeria
NNS1316 8.54993 8.45289833333333 Kuroiler 268.27868852459 335.2 1058.75 2596.25 Nigeria
NNS1318 8.55199333333333 8.45158833333333 Kuroiler 226.646341463415 206.25 1014.18402777778 970.954861111111 Nigeria
NNS1319 8.55027666666667 8.45147 Kuroiler 245.853658536585 167.777777777778 980.833333333333 1005.83333333333 Nigeria
NNS1320 8.548145 8.44976166666667 Kuroiler 787.5 787.5 1085.58333333333 443.083333333333 Nigeria
NNS1321 8.54968166666667 8.453495 Kuroiler 181.219512195122 196.666666666667 659.666666666667 709.666666666667 Nigeria
NNS1322 8.549735 8.45210666666667 Kuroiler 479.267676767677 361.338383838384 952.291666666667 983.541666666667 Nigeria
NNS1323 8.54844666666667 8.453135 Sasso 1081.66666666667 698.333333333333 771.666666666667 821.666666666667 Nigeria
NNS1324 8.55075666666667 8.452055 Sasso 186.829268292683 184.111111111111 737.708333333333 743.958333333333 Nigeria
NNS1325 8.54872666666667 8.45299833333333 Sasso 180.740740740741 290.925925925926 775.277777777778 933.611111111111 Nigeria
NNS1326 8.548905 8.45015833333333 Sasso 343.719512195122 341.666666666667 1021.2962962963 1043.51851851852 Nigeria
NNS1327 8.54784166666667 8.45072166666667 Sasso 316.87230989957 372.745098039216 1261.66666666667 1311.66666666667 Nigeria
NNS1330 8.55286166666667 8.45159333333333 Fulani 184.814814814815 188.518518518519 746.916666666667 774.416666666667 Nigeria
NNS1331 8.54755166666667 8.45217166666667 Fulani 171.5 269 759.916666666667 877.416666666667 Nigeria
NNS1332 8.548795 8.454185 Fulani 202.682926829268 -452 598.194444444444 544.027777777778 Nigeria
NNS1340 8.55045833333333 8.45183166666667 Noiler 828.5 1364.38518518519 1727.27407407407 2090.16296296296 Nigeria
NNS1341 8.55131666666667 8.45102333333333 Noiler 1440.45138888889 1398.0625 1723.375 2048.6875 Nigeria
NNS1342 8.549615 8.452765 Noiler 1166 1341.6 1556.1 1770.6 Nigeria
NNS1343 8.54912666666667 8.45121333333333 Noiler 1380.74074074074 1647 1549.5 1452 Nigeria
NNS1344 8.547765 8.44979833333333 Noiler 824.747474747475 1377.45117845118 1716.28956228956 2055.12794612795 Nigeria
NNS1345 8.548125 8.45226 Noiler 1012.88888888889 1433.4 1781.4 2129.4 Nigeria
NNS1346 8.54972333333333 8.45281166666667 Noiler 889.814814814815 1492.31481481481 1740.92592592593 1989.53703703704 Nigeria
NNS1386 8.10957833333333 9.14277833333333 Kuroiler 358.536585365854 428.45 1639.16666666667 5589.16666666667 Nigeria
NNS1388 8.10946666666667 9.14192 Kuroiler 120.85 442.35 1160 3410 Nigeria
NNS1389 8.109795 9.14303166666667 Kuroiler 353.946784922395 363.107954545455 1899.68253968254 7790.15873015873 Nigeria
NNS1390 8.10997 9.141115 Kuroiler 332.660753880266 393.727272727273 1150 4150 Nigeria
NNS1391 8.110215 9.142675 Kuroiler 442.125 470.875 1172.86666666667 508.866666666667 Nigeria
NNS1392 8.110895 9.14665333333333 Kuroiler 418.222222222222 491.555555555556 1046.06666666667 678.066666666667 Nigeria
NNS1393 8.110285 9.14251666666667 Sasso 139.230769230769 487.482517482517 1666.33333333333 756.333333333333 Nigeria
NNS1394 8.111595 9.14192833333333 Sasso 321.768292682927 379.545454545455 1426.63333333333 1350.63333333333 Nigeria
NNS1395 8.11228333333333 9.14218666666667 Sasso 124.538461538461 448.034965034965 1456.35 1046.85 Nigeria
NNS1396 8.108775 9.15040666666667 Sasso 338.841463414634 398.44696969697 1246.86666666667 802.866666666667 Nigeria
NNS1397 8.110635 9.14089166666667 Sasso 327.560975609756 345.757575757576 1541 671 Nigeria
NNS1398 8.11105166666667 9.14467 Sasso 384.094076655052 346.818181818182 2105.53333333333 1571.53333333333 Nigeria
NNS1399 8.11793833333333 9.14627666666667 Sasso 115.545454545455 454.719008264463 1042.88 929.28 Nigeria
NNS1401 8.10981166666667 9.14388666666667 Fulani 176.341463414634 216.363636363636 639.2 415.2 Nigeria
NNS1402 8.11054666666667 9.14148166666667 Fulani 166.09756097561 193.090909090909 556 361 Nigeria
NNS1417 8.11078333333333 9.14273666666667 FUNAAB Alpha 746.763636363636 900.036363636364 3695.66666666667 10454.8333333333 Nigeria
NNS1418 8.11722166666667 9.14530666666667 FUNAAB Alpha 658.010101010101 913.767676767677 3629.44444444444 10035 Nigeria
NRV1001 4.96037 6.87889 Kuroiler 601.328671328671 869.287190082645 1778.35390946502 2205.92592592593 Nigeria
NRV1002 4.99416166666667 6.87844166666667 Shika Brown 421.12426035503 750.697302697303 1708.16931216931 1373.26984126984 Nigeria
NRV1003 4.98001 6.879715 Kuroiler 440.13986013986 690.929752066116 1460.56923076923 1739.48965517241 Nigeria
NRV1004 4.99109166666667 6.87401333333333 Sasso 123.840114431023 997.778448823903 1800.63075196409 2203.77777777778 Nigeria
NRV1006 5.00499166666667 6.869075 Kuroiler 491.242603550296 804.741695804196 1679.39506172839 1572.44444444444 Nigeria
NRV1007 5.00153666666667 6.87442333333333 Shika Brown 387.692307692308 604.772727272727 1311.31687242798 1330.37037037037 Nigeria
NRV1008 4.98480333333333 6.87468166666667 Sasso 562.867132867133 897.753099173554 1596.2962962963 1700 Nigeria
NRV1009 4.97971833333333 6.87940166666667 Sasso 603.504273504273 948.150252525253 1602.55144032922 1121.03703703704 Nigeria
NRV1010 4.97338833333333 6.87858833333333 Shika Brown 362.692307692308 613.386363636364 1582.11538461538 1620.68965517241 Nigeria
NRV1011 4.98088 6.88010666666667 Shika Brown 453.668639053254 681.70979020979 1239.98412698413 1139.80952380952 Nigeria
NRV1013 4.99715166666667 6.87630666666667 Shika Brown 246.083916083916 446.776859504132 1408.04195804196 1554.85893416928 Nigeria
NRV1014 4.97424833333333 6.88779666666667 Kuroiler 456.923076923077 807.727272727273 1710.56790123457 1685.06666666667 Nigeria
NRV1015 4.97414833333333 6.878195 Shika Brown 287.692307692308 524.927272727273 1550.91851851852 2237.33333333333 Nigeria
NRV1016 4.96062166666667 6.879035 Shika Brown 280 497.06993006993 1498.18047337278 1384.79623824451 Nigeria
NRV1017 4.98188333333333 6.87671833333333 Sasso 636.730769230769 950.630681818182 1873.11111111111 2000 Nigeria
NRV1019 4.99240166666667 6.87600666666667 Sasso 500.51282051282 758.598484848485 1397.65432098765 1273.33333333333 Nigeria
NRV1020 4.99375166666667 6.87682833333333 Kuroiler 378.951048951049 656.963223140496 1786.73580246914 1973.33333333333 Nigeria
NRV1022 4.97649 6.887535 FUNAAB Alpha 418 578 1272.71604938272 2101.11111111111 Nigeria
NRV1025 4.994395 6.87771166666667 Fulani 672.708333333333 778.958333333333 1092.59259259259 1564.81481481481 Nigeria
NRV1026 4.97868666666667 6.881265 FUNAAB Alpha 1053.81818181818 1175.63636363636 1701.0101010101 2327.27272727273 Nigeria
NRV1028 4.98029833333333 6.87696 Fulani 584.111111111111 920.777777777778 1864.1975308642 3271.60493827161 Nigeria
NRV1030 4.98644 6.87510166666667 Kuroiler 763.333333333333 1106.28787878788 1847.96296296296 2061.29292929293 Nigeria
NRV1033 4.97081166666667 6.875415 Fulani 458.366666666667 501.366666666667 1241.97530864198 2516.04938271605 Nigeria
NRV1035 4.99836 6.87581166666667 FUNAAB Alpha 486.222222222222 1377.33333333333 2256.79012345679 3133.33333333333 Nigeria
NRV1071 4.88436833333333 6.92478666666667 Kuroiler 271.363636363636 682.954545454545 2966.875 3398.125 Nigeria
NRV1072 4.88599333333333 6.92555666666667 Shika Brown 240.681818181818 473.106060606061 1700 1700 Nigeria
NRV1073 4.88272666666667 6.92930666666667 Sasso 347.905405405405 574.708333333333 1894.78260869565 4131.73913043478 Nigeria
NRV1074 4.88199166666667 6.92551833333333 Shika Brown 255.675675675676 458.333333333333 1370.71428571429 2297.5 Nigeria
NRV1075 4.88174666666667 6.92662666666667 Kuroiler 289.431818181818 733.6 1894.375 2100.625 Nigeria
NRV1076 4.885205 6.927075 Sasso 518.863636363636 1020.68181818182 3131.25 3318.75 Nigeria
NRV1077 4.88540666666667 6.92522666666667 Kuroiler 417.148760330579 715.666666666667 984.375 890.625 Nigeria
NRV1078 4.88373 6.92512166666667 FUNAAB Alpha 1924.64285714286 1961.14285714286 2745.42857142857 3529.71428571429 Nigeria
NRV1079 4.88203166666667 6.92985166666667 Fulani 564.285714285714 885.714285714286 1584.28571428571 2377.14285714286 Nigeria
NRV1080 4.88575833333333 6.92465833333333 Kuroiler 258.45 709.95 1981.08695652174 4296.30434782609 Nigeria
NRV1081 4.881655 6.92653666666667 Kuroiler 455.675675675676 1080.375 2944.13043478261 3641.95652173913 Nigeria
NRV1082 4.88449333333333 6.92534833333333 Shika Brown 402.830578512397 492.5 1904.78260869565 3091.73913043478 Nigeria
NRV1083 4.88499166666667 6.92598166666667 FUNAAB Alpha 637.589285714286 807.714285714286 1639.14285714286 2470.57142857143 Nigeria
NRV1084 4.88558666666667 6.923825 Kuroiler 263.636363636364 655.681818181818 1982.29166666667 3176.04166666667 Nigeria
NRV1085 4.88339833333333 6.92682333333333 Shika Brown 337.371007371007 889.159090909091 584.782608695652 1171.73913043478 Nigeria
