household,lat,long,Strain,wt90,wt120,wt150,wt180,sex,country
ESR2415,7.65708333333333,38.0632433333333,Koekoek,514.642857142857,825.357142857143,1181,1355.66666666667,Female,Ethiopia
ESR2416,7.69038166666667,38.05982,Koekoek,773.200992555831,1056.0794044665,1287.69230769231,1583.0303030303,Female,Ethiopia
ESR2417,7.66223666666667,38.0776733333333,Sasso,770.666666666667,1290.66666666667,1548.57142857143,1956.23376623377,Female,Ethiopia
ESR2417,7.66223666666667,38.0776733333333,Sasso,950.666666666667,1270.66666666667,1577.86666666667,1873.86666666667,Male,Ethiopia
ESR2418,7.69804333333333,38.0537566666667,Kuroiler,859.259259259259,1402.46913580247,1982.90598290598,2429.88505747126,Female,Ethiopia
ESR2419,7.66464666666667,38.07815,Sasso,470.888888888889,1047.55555555556,1426.88888888889,2173.83512544803,Female,Ethiopia
ESR2419,7.66464666666667,38.07815,Sasso,653.846153846154,1230.76923076923,1772,2266.25,Male,Ethiopia
ESR2420,7.66975,38.063705,S-RIR ,712.898212898213,603.341103341103,694.062316284539,845.737801293357,Female,Ethiopia
ESR2420,7.66975,38.063705,S-RIR ,778.846153846154,836.538461538462,1119.75308641975,1471.60493827161,Male,Ethiopia
ESR2421,7.63840833333333,38.0638816666667,Kuroiler,367.078189300411,1132.51028806584,1638.22222222222,2200.82304526749,Female,Ethiopia
ESR2422,7.64061166666667,38.05586,Kuroiler,639.89417989418,700.21164021164,688,919.576719576719,Female,Ethiopia
ESR2423,7.71675,38.06239,Kuroiler,869.62962962963,1380.74074074074,1720.8,2227.04980842912,Female,Ethiopia
ESR2424,7.67153333333333,38.0800633333333,Horro,381.034482758621,450,753.571428571429,1015.51724137931,Female,Ethiopia
ESR2424,7.67153333333333,38.0800633333333,Horro,344.827586206897,659.259259259259,1021.42857142857,1235.71428571429,Male,Ethiopia
ESR2425,7.68959166666667,38.0672966666667,S-RIR ,774.444444444445,1207.77777777778,1521.37931034483,1811.03448275862,Male,Ethiopia
ESR2426,7.687405,38.067015,Koekoek,945.806451612903,984.516129032258,1197.41935483871,1430.66666666667,Female,Ethiopia
ESR2427,7.681145,38.056765,S-RIR ,483.333333333333,733.333333333333,796.551724137931,890.322580645161,Female,Ethiopia
ESR2427,7.681145,38.056765,S-RIR ,684.848484848485,1048.48484848485,1265.83072100313,1453.91849529781,Male,Ethiopia
ESR2428,7.66186833333333,38.0773433333333,Sasso,836.190476190476,1493.33333333333,2147.42857142857,2798.85714285714,Male,Ethiopia
ESR2428,7.66186833333333,38.0773433333333,Sasso,988.666666666667,1098.66666666667,1281.55555555556,1900.34722222222,Female,Ethiopia
ESR2429,7.650515,38.05745,Koekoek,871.935483870968,784.838709677419,960,1190,Female,Ethiopia
ESR2430,7.70841333333333,38.0522983333333,Koekoek,785.9375,960.653409090909,1190.90909090909,1369.67741935484,Female,Ethiopia
ESR2430,7.70841333333333,38.0522983333333,Koekoek,912.5,1151.13636363636,1501.01880877743,1935.97178683386,Male,Ethiopia
ESR2431,7.67659833333333,38.0704416666667,Sasso,948.888888888889,1915.55555555556,2196,1876,Male,Ethiopia
ESR2431,7.67659833333333,38.0704416666667,Sasso,774.358974358974,1452.68065268065,1788.92307692308,1846.66666666667,Female,Ethiopia
ESR2432,7.64015333333333,38.0568583333333,Koekoek,751.68458781362,992.544802867384,1050.55555555556,1210,Female,Ethiopia
ESR2433,7.67646,38.063855,Sasso,746.551724137931,953.448275862069,1242,1383.87096774194,Female,Ethiopia
ESR2433,7.67646,38.063855,Sasso,963.009404388715,1136.99059561129,1385.74545454545,1699.92727272727,Male,Ethiopia
ESR2434,7.67452,38.06352,S-RIR ,571.153846153846,513.461538461538,585.185185185185,971.428571428571,Female,Ethiopia
ESR2434,7.67452,38.06352,S-RIR ,586.538461538462,759.615384615385,1055.55555555556,1388.88888888889,Male,Ethiopia
ESR2435,7.64549666666667,38.055375,S-RIR ,640,720,941.666666666667,1071.21212121212,Female,Ethiopia
ESR2435,7.64549666666667,38.055375,S-RIR ,582.222222222222,768.888888888889,972.413793103448,1179.31034482759,Male,Ethiopia
ESR2436,7.66371,38.0620933333333,Kuroiler,639.113355780022,1226.65544332211,1467.94871794872,2120.9315375982,Female,Ethiopia
ESR2437,7.65515333333333,38.049335,Kuroiler,665.322580645161,1028.22580645161,1507.60869565217,1908.65384615385,Female,Ethiopia
ESR2438,7.709235,38.05617,Kuroiler,657.239057239057,1072.50280583614,1381.19658119658,1743.29501915709,Female,Ethiopia
ESR2439,7.68719833333333,38.0663216666667,S-RIR ,538.888888888889,705.555555555556,848.275862068965,866.666666666667,Male,Ethiopia
ESR2439,7.68719833333333,38.0663216666667,S-RIR ,441.666666666667,691.666666666667,790.804597701149,923.456790123457,Female,Ethiopia
ESR2440,7.676165,38.0634283333333,S-RIR ,494.230769230769,782.692307692308,1105.55555555556,1508.62068965517,Female,Ethiopia
ESR2440,7.676165,38.0634283333333,S-RIR ,750.961538461538,952.884615384615,1442.96296296296,2020.74074074074,Male,Ethiopia
ESR2443,7.66089833333333,38.12421,S-RIR ,603.846153846154,776.923076923077,1146.66666666667,1546.66666666667,Male,Ethiopia
ESR2443,7.66089833333333,38.12421,S-RIR ,437.606837606838,713.247863247863,945,1274.20634920635,Female,Ethiopia
ESR2444,7.65232333333333,38.1308033333333,Sasso,702.272727272727,900.909090909091,942.727272727273,1054.54545454545,Female,Ethiopia
ESR2445,7.68392666666667,38.1410566666667,Kuroiler,452.136752136752,734.188034188034,800,1631.25,Male,Ethiopia
ESR2445,7.68392666666667,38.1410566666667,Kuroiler,582.600732600732,785.897435897436,741.333333333333,1754.16666666667,Female,Ethiopia
ESR2447,7.66722166666667,38.1436133333333,Kuroiler,607.709090909091,834.618181818182,1228.13186813187,1860.36866359447,Male,Ethiopia
ESR2447,7.66722166666667,38.1436133333333,Kuroiler,489.6,681.6,894.545454545455,1412.70772238514,Female,Ethiopia
ESR2448,7.65867833333333,38.1443683333333,S-RIR ,534.567901234568,904.938271604938,1054.03225806452,1158.87096774194,Male,Ethiopia
ESR2448,7.65867833333333,38.1443683333333,S-RIR ,437.962962962963,576.851851851852,761.290322580645,933.333333333333,Female,Ethiopia
ESR2451,7.63849333333333,38.1349516666667,S-RIR ,788.095238095238,923.015873015873,1214,1544,Male,Ethiopia
ESR2451,7.63849333333333,38.1349516666667,S-RIR ,592.592592592593,765.432098765432,1046.85714285714,1304.7619047619,Female,Ethiopia
ESR2453,7.63880666666667,38.1319933333333,Kuroiler,236.666666666667,581.111111111111,925.555555555556,1311.11111111111,Female,Ethiopia
ESR2454,7.64669833333333,38.1260966666667,Koekoek,512.962962962963,837.037037037037,1044.44444444444,1241.92708333333,Female,Ethiopia
ESR2456,7.658435,38.13103,Sasso,850,1516.66666666667,1855.35714285714,2285,Female,Ethiopia
ESR2457,7.66764166666667,38.1401,Koekoek,558.19397993311,910.43956043956,1221.39699381079,1297.70833333333,Female,Ethiopia
ESR2458,7.670965,38.12176,S-RIR ,548.717948717949,741.025641025641,940,1159.25925925926,Female,Ethiopia
ESR2459,7.67011166666667,38.1317,Kuroiler,506.878306878307,856.084656084656,886.813186813187,1382.85714285714,Male,Ethiopia
ESR2459,7.67011166666667,38.1317,Kuroiler,519.135802469136,759.876543209877,909.89010989011,1632.38095238095,Female,Ethiopia
ESR2460,7.654385,38.1219866666667,Kuroiler,669.195402298851,972.64367816092,1323.7037037037,1792,Male,Ethiopia
ESR2460,7.654385,38.1219866666667,Kuroiler,606.896551724138,767.816091954023,835.555555555556,1596.2962962963,Female,Ethiopia
ESR2461,7.64817833333333,38.1329283333333,Sasso,772.222222222222,1138.88888888889,1694.24603174603,1811.49425287356,Female,Ethiopia
ESR2462,7.65539,38.1176133333333,S-RIR ,791.025641025641,906.410256410256,1242.94871794872,1991.66666666667,Female,Ethiopia
ESR2462,7.65539,38.1176133333333,S-RIR ,612.980769230769,1088.94230769231,1528.57142857143,1957.14285714286,Male,Ethiopia
ESR2464,7.64388833333333,38.125065,Sasso,987.931034482759,1212.06896551724,1436.20689655172,1821.55172413793,Female,Ethiopia
ESR2465,7.66119333333333,38.138745,Sasso,1100,1333.33333333333,1720.17543859649,2027.19298245614,Female,Ethiopia
ESR2465,7.66119333333333,38.138745,Sasso,1450,1725,2275,2825,Male,Ethiopia
ESR2466,7.68435,38.1243216666667,S-RIR ,456.923076923077,618.461538461538,830.666666666667,1052.59259259259,Female,Ethiopia
ESR2466,7.68435,38.1243216666667,S-RIR ,519.230769230769,634.615384615385,736.666666666667,836.666666666667,Male,Ethiopia
ESR2467,7.63658,38.1060433333333,Koekoek,957.874396135266,1011.67800453515,1210.34482758621,1416.96428571429,Female,Ethiopia
ESR2469,7.657595,38.1165483333333,S-RIR ,400.976800976801,701.343101343101,938.241758241758,1152.85714285714,Female,Ethiopia
ESR2469,7.657595,38.1165483333333,S-RIR ,604.817404817405,889.199689199689,1216.02564102564,1555.76923076923,Male,Ethiopia
ESR2470,7.650165,38.1334933333333,Sasso,978.571428571429,1221.42857142857,1468.47290640394,1870.72310405644,Female,Ethiopia
ESR2471,7.66197,38.1322083333333,Sasso,1428.63636363636,1589.54545454545,1889.64285714286,2614.28571428571,Female,Ethiopia
ESR2472,7.64096666666667,38.1477616666667,Kuroiler,433.103448275862,1005.51724137931,1440,2387.2,Male,Ethiopia
ESR2472,7.64096666666667,38.1477616666667,Kuroiler,489.655172413793,748.275862068965,800,1614.81481481481,Female,Ethiopia
ESR2473,7.67719,38.1216366666667,Koekoek,727.020202020202,1118.43434343434,1312.5,1679.8828125,Female,Ethiopia
ESR2474,7.63886166666667,38.14299,Koekoek,719.617224880383,968.75,1329.30555555556,1360,Female,Ethiopia
ESR2475,7.63510833333333,38.11178,Koekoek,690.909090909091,825.324675324675,1050.47021943574,1297.15909090909,Female,Ethiopia
ESR2476,7.65409666666667,38.1217066666667,Kuroiler,518.367346938776,763.265306122449,1058.24175824176,1400,Female,Ethiopia
ESR2476,7.65409666666667,38.1217066666667,Kuroiler,385.714285714286,1028.57142857143,1272.52747252747,1766.66666666667,Male,Ethiopia
ESR2477,7.664385,38.13648,Koekoek,606.439393939394,813.333333333333,1070.03831417625,1272.22222222222,Female,Ethiopia
ESR2479,7.67692166666667,38.1234966666667,Sasso,815.909090909091,1118.97727272727,1508.88888888889,1964.7266313933,Female,Ethiopia
ESR2480,7.673295,38.1323083333333,Koekoek,822.352941176471,1016.47058823529,1180.86956521739,1456.25,Female,Ethiopia
ESR2482,7.358763,37.7850454,Sasso,303.030303030303,416.666666666667,601.379310344828,617,Female,Ethiopia
ESR2482,7.358763,37.7850454,Sasso,392.857142857143,526.785714285714,779.802955665025,688.620689655172,Male,Ethiopia
ESR2483,7.33039666666667,37.7949183333333,S-RIR ,905.555555555556,738.888888888889,600,578.571428571429,Female,Ethiopia
ESR2483,7.33039666666667,37.7949183333333,S-RIR ,714.0625,760.9375,768.75,600,Male,Ethiopia
ESR2484,7.33916666666667,37.8022966666667,S-RIR ,552.083333333333,614.583333333333,666.666666666667,648.809523809524,Male,Ethiopia
ESR2484,7.33916666666667,37.8022966666667,S-RIR ,492.1875,632.8125,710.9375,500,Female,Ethiopia
ESR2486,7.33751,37.7943183333333,S-RIR ,600,600,600,600,Male,Ethiopia
ESR2486,7.33751,37.7943183333333,S-RIR ,502.976190476191,592.261904761905,625,410.714285714286,Female,Ethiopia
ESR2489,7.33628,37.7948683333333,Kuroiler,857.142857142857,857.142857142857,857.142857142857,821.428571428571,Male,Ethiopia
ESR2489,7.33628,37.7948683333333,Kuroiler,1200.52083333333,1005.20833333333,809.895833333333,666.666666666667,Female,Ethiopia
ESR2492,7.33784166666667,37.7915066666667,S-RIR ,892.857142857143,795.454545454545,669.642857142857,443.877551020408,Female,Ethiopia
ESR2492,7.33784166666667,37.7915066666667,S-RIR ,714.285714285714,714.285714285714,691.964285714286,556.122448979592,Male,Ethiopia
ESR2494,7.35599833333333,37.78436,Sasso,291.666666666667,447.916666666667,834.169278996865,823.824451410658,Female,Ethiopia
ESR2494,7.35599833333333,37.78436,Sasso,314.102564102564,578.525641025641,980,707.931034482759,Male,Ethiopia
ESR2497,7.33664,37.8022216666667,Kuroiler,1093.75,937.5,781.25,666.666666666667,Female,Ethiopia
ESR2497,7.33664,37.8022216666667,Kuroiler,857.142857142857,857.142857142857,857.142857142857,792.857142857143,Male,Ethiopia
ESR2498,7.33529,37.7836583333333,S-RIR ,688.616071428572,722.098214285714,710.9375,500,Female,Ethiopia
ESR2498,7.33529,37.7836583333333,S-RIR ,472.222222222222,638.888888888889,743.055555555556,555.555555555556,Male,Ethiopia
ESR2499,7.356105,37.784435,Sasso,422.077922077922,446.428571428571,636.363636363636,644.827586206897,Female,Ethiopia
ESR2499,7.356105,37.784435,Sasso,392.857142857143,526.785714285714,689.124668435013,646.153846153846,Male,Ethiopia
ESR2500,7.35618666666667,37.7844433333333,Sasso,409.090909090909,579.545454545455,799.310344827586,778.620689655172,Male,Ethiopia
ESR2500,7.35618666666667,37.7844433333333,Sasso,431.089743589744,545.272435897436,750.862068965517,741.810344827586,Female,Ethiopia
ESR2501,7.34258,37.8003883333333,S-RIR ,606.770833333333,684.895833333333,710.9375,500,Female,Ethiopia
ESR2501,7.34258,37.8003883333333,S-RIR ,492.1875,632.8125,730.46875,611.607142857143,Male,Ethiopia
ESR2503,7.355975,37.7843983333333,Sasso,291.666666666667,447.916666666667,511.28526645768,648.58934169279,Female,Ethiopia
ESR2503,7.355975,37.7843983333333,Sasso,314.102564102564,578.525641025641,750.313479623824,742.319749216301,Male,Ethiopia
ESR2505,7.33402166666667,37.78328,Kuroiler,1008.33333333333,883.333333333333,758.333333333333,625,Female,Ethiopia
ESR2505,7.33402166666667,37.78328,Kuroiler,710.714285714286,764.285714285714,817.857142857143,857.142857142857,Male,Ethiopia
ESR2506,7.34148833333333,37.8100066666667,Kuroiler,743.055555555556,763.888888888889,784.722222222222,800,Male,Ethiopia
ESR2506,7.34148833333333,37.8100066666667,Kuroiler,880.208333333333,802.083333333333,723.958333333333,666.666666666667,Female,Ethiopia
ESR2507,7.33149833333333,37.780075,Kuroiler,777.777777777778,777.777777777778,777.777777777778,777.777777777778,Male,Ethiopia
ESR2507,7.33149833333333,37.780075,Kuroiler,671.875,718.75,765.625,800,Female,Ethiopia
ESR2509,7.35573166666667,37.7844166666667,Sasso,250,466.346153846154,615.172413793103,816.896551724138,Female,Ethiopia
ESR2509,7.35573166666667,37.7844166666667,Sasso,458.333333333333,614.583333333333,786.206896551724,863.218390804598,Male,Ethiopia
ESR2511,7.35557,37.7845766666667,Sasso,184.065934065934,565.247252747253,770.098866650591,759.529780564263,Male,Ethiopia
ESR2511,7.35557,37.7845766666667,Sasso,295.454545454545,551.136363636364,649.717868338558,802.633228840125,Female,Ethiopia
ESR2512,7.343195,37.7913066666667,S-RIR ,554.6875,661.221590909091,730.46875,625,Male,Ethiopia
ESR2512,7.343195,37.7913066666667,S-RIR ,696.614583333333,657.552083333333,605.46875,500,Female,Ethiopia
ESR2515,7.33272666666667,37.7986533333333,Kuroiler,875,875,875,799.107142857143,Male,Ethiopia
ESR2515,7.33272666666667,37.7986533333333,Kuroiler,666.666666666667,666.666666666667,666.666666666667,666.666666666667,Female,Ethiopia
ESR2516,7.35556666666667,37.7844316666667,Sasso,458.333333333333,614.583333333333,827.899686520376,742.319749216301,Male,Ethiopia
ESR2516,7.35556666666667,37.7844316666667,Sasso,538.461538461538,538.461538461538,796.934865900383,739.463601532567,Female,Ethiopia
ESR2517,7.34059333333333,37.8014533333333,Kuroiler,1260.41666666667,1104.16666666667,947.916666666667,791.666666666667,Female,Ethiopia
ESR2517,7.34059333333333,37.8014533333333,Kuroiler,920.138888888889,868.055555555556,815.972222222222,750,Male,Ethiopia
ESR2519,7.33708833333333,37.7987966666667,Kuroiler,369.047619047619,547.619047619048,726.190476190476,842.857142857143,Male,Ethiopia
ESR2519,7.33708833333333,37.7987966666667,Kuroiler,1093.75,937.5,781.25,650,Female,Ethiopia
ESR2520,7.3298,37.7938233333333,S-RIR ,786.458333333333,630.208333333333,500,500,Male,Ethiopia
ESR2520,7.3298,37.7938233333333,S-RIR ,868.303571428572,667.410714285714,500,500,Female,Ethiopia
ESR2526,7.31681,37.7903716666667,S-RIR ,700,700,598.181818181818,493.023255813953,Female,Ethiopia
ESR2526,7.31681,37.7903716666667,S-RIR ,1766.66666666667,766.666666666667,598.181818181818,500,Male,Ethiopia
ESR2561,7.35415,37.7858266666667,Sasso,779.506172839506,720.246913580247,660.987654320988,601.728395061728,Male,Ethiopia
ESR2561,7.35415,37.7858266666667,Sasso,288.444444444444,341.777777777778,395.111111111111,448.444444444444,Female,Ethiopia
ESR2568,7.35206,37.78593,Sasso,593.535353535353,581.414141414141,569.292929292929,557.171717171717,Female,Ethiopia
ESR2568,7.35206,37.78593,Sasso,415.37037037037,459.814814814815,504.259259259259,548.703703703704,Male,Ethiopia
ESR2572,7.35135,37.7858583333333,Sasso,820,753.333333333333,686.666666666667,620,Female,Ethiopia
ESR2572,7.35135,37.7858583333333,Sasso,785,710,635,560,Male,Ethiopia
ESR2581,7.35002166666667,37.786275,Sasso,426.777777777778,505.111111111111,583.444444444444,661.777777777778,Female,Ethiopia
ESR2581,7.35002166666667,37.786275,Sasso,640.909090909091,621.428571428572,601.948051948052,582.467532467532,Male,Ethiopia
ESR2584,7.34975333333333,37.7879716666667,Sasso,425.15873015873,465.634920634921,506.111111111111,546.587301587302,Female,Ethiopia
ESR2584,7.34975333333333,37.7879716666667,Sasso,676.438746438746,629.85754985755,583.276353276353,536.695156695157,Male,Ethiopia
ESR2589,7.34980166666667,37.7875266666667,Sasso,785,710,635,560,Male,Ethiopia
ESR2589,7.34980166666667,37.7875266666667,Sasso,418.150738150738,473.162393162393,528.174048174048,583.185703185703,Female,Ethiopia
ESR2598,7.34989666666667,37.78697,Sasso,707.703703703704,672.148148148148,636.592592592593,601.037037037037,Female,Ethiopia
ESR2598,7.34989666666667,37.78697,Sasso,401.937321937322,472.877492877493,543.817663817664,614.757834757835,Male,Ethiopia
ETG2001,13.81717,39.6093266666667,Koekoek,865,886.666666666667,886.666666666667,1124.17582417582,Female,Ethiopia
ETG2001,13.81717,39.6093266666667,Koekoek,1006.875,948.620689655172,938.275862068965,927.931034482759,Male,Ethiopia
ETG2002,13.8176866666667,39.60949,Horro,479.285714285714,765.961538461538,671.25,247.777777777778,Female,Ethiopia
ETG2003,13.8170833333333,39.6095816666667,Koekoek,355.238095238095,690.952380952381,1145.44642857143,1236.78571428571,Female,Ethiopia
ETG2003,13.8170833333333,39.6095816666667,Koekoek,370.666666666667,890.666666666667,1561.25,2255,Male,Ethiopia
ETG2005,13.81798,39.6109533333333,S-RIR ,945.276292335116,1147.14795008913,1349.01960784314,1550.89126559715,Female,Ethiopia
ETG2006,13.8182716666667,39.6126816666667,S-RIR ,466.061538461538,898.984615384615,1182.53968253968,1420.63492063492,Female,Ethiopia
ETG2007,13.81653,39.6160733333333,Koekoek,330,780,1222.77777777778,1227.77777777778,Female,Ethiopia
ETG2007,13.81653,39.6160733333333,Koekoek,337.91452991453,1003.55555555556,1470.95352564103,1907.85256410256,Male,Ethiopia
ETG2009,13.821855,39.60809,Koekoek,764.375,1023.22580645161,888.75,1220,Female,Ethiopia
ETG2009,13.821855,39.60809,Koekoek,955,842.258064516129,1064.83870967742,1287.41935483871,Male,Ethiopia
ETG2010,13.8526416666667,39.6184733333333,S-RIR ,726.639344262295,1429.69448584203,1567.98561151079,1643.52517985612,Female,Ethiopia
ETG2011,13.8170916666667,39.609805,Horro,1357.69841269841,828.974358974359,882.820512820513,936.666666666667,Female,Ethiopia
ETG2011,13.8170916666667,39.609805,Horro,1442.58241758242,904.807692307692,933.653846153846,962.5,Male,Ethiopia
ETG2012,13.8177866666667,39.6096283333333,Horro,576.530612244898,972.527472527472,780.357142857143,591.037735849057,Female,Ethiopia
ETG2013,13.817695,39.6099333333333,Koekoek,571.384615384615,936,1540.86538461538,2182.69230769231,Male,Ethiopia
ETG2013,13.817695,39.6099333333333,Koekoek,563.111111111111,639.777777777778,1225.52083333333,1314.58333333333,Female,Ethiopia
ETG2014,13.8194383333333,39.6166316666667,Sasso,725,945.416666666667,1252.94117647059,1500,Female,Ethiopia
ETG2014,13.8194383333333,39.6166316666667,Sasso,600,1063.94444444444,1192.51336898396,1156.41711229947,Male,Ethiopia
ETG2015,13.8209133333333,39.6149283333333,S-RIR ,1069.61451247166,1215.87301587302,1362.13151927438,1508.39002267574,Female,Ethiopia
ETG2016,13.8176916666667,39.6097383333333,S-RIR ,330.266666666667,611.266666666667,991.024327784891,1377.83610755442,Female,Ethiopia
ETG2017,13.8180266666667,39.61051,Kuroiler,586.300366300366,1137.94871794872,1656.08465608466,2164.02116402116,Female,Ethiopia
ETG2018,13.8514066666667,39.61646,Kuroiler,67.741935483871,145.377049180328,815.357142857143,1554.64285714286,Female,Ethiopia
ETG2019,13.8394416666667,39.6206233333333,Kuroiler,586.246153846154,1137.93846153846,1526.15384615385,1864.61538461538,Female,Ethiopia
ETG2021,13.8258633333333,39.5815916666667,Koekoek,750,791.666666666667,938.461538461538,1100,Female,Ethiopia
ETG2022,13.83041,39.5707566666667,Kuroiler,706.060606060606,1391.12554112554,1758.7962962963,1578.24074074074,Female,Ethiopia
ETG2023,13.8256283333333,39.5825183333333,Kuroiler,1500.0462962963,1365.32407407407,1230.60185185185,1095.87962962963,Female,Ethiopia
ETG2024,13.840205,39.5936283333333,Koekoek,1048.84672619048,1145.16129032258,1013.44086021505,881.720430107527,Male,Ethiopia
ETG2024,13.840205,39.5936283333333,Koekoek,894.444444444444,1061.11111111111,1216.25,1210,Female,Ethiopia
ETG2025,13.8499383333333,39.5669033333333,Koekoek,929.0625,879.84375,918.205128205128,1075.07716049383,Female,Ethiopia
ETG2026,13.828425,39.57358,Koekoek,880.759803921569,841.237745098039,950.25641025641,1103.45679012346,Female,Ethiopia
ETG2027,13.8483466666667,39.5768633333333,Kuroiler,494.636363636364,957.103896103896,1326.38888888889,1534.72222222222,Female,Ethiopia
ETG2028,13.8421066666667,39.5899583333333,Koekoek,1153.38541666667,1445.69892473118,1486.02150537634,1526.34408602151,Male,Ethiopia
ETG2028,13.8421066666667,39.5899583333333,Koekoek,987.556818181818,1133.72434017595,1114.20454545455,1190.90909090909,Female,Ethiopia
ETG2029,13.83285,39.5693166666667,Koekoek,1090.3125,1217.41935483871,1391.61290322581,1565.8064516129,Male,Ethiopia
ETG2029,13.83285,39.5693166666667,Koekoek,864.903846153846,1308.58560794045,1028.36538461538,1223.07692307692,Female,Ethiopia
ETG2030,13.8303233333333,39.56998,Kuroiler,629.090909090909,1238.83116883117,1701.38888888889,1909.72222222222,Female,Ethiopia
ETG2031,13.82114,39.6151566666667,S-RIR ,939.84375,1150.78125,1361.71875,1572.65625,Female,Ethiopia
ETG2032,13.8175283333333,39.6107916666667,Koekoek,574.444444444444,766.111111111111,1143.75,1196.875,Female,Ethiopia
ETG2032,13.8175283333333,39.6107916666667,Koekoek,367.760683760684,959.555555555556,1413.46153846154,1846.15384615385,Male,Ethiopia
ETG2034,13.817875,39.6097066666667,S-RIR ,520.281690140845,651.267605633803,782.253521126761,913.239436619718,Female,Ethiopia
ETG2035,13.8236766666667,39.6104183333333,Koekoek,368.400621118012,642.080745341615,1094.84577922078,1163.63636363636,Female,Ethiopia
ETG2035,13.8236766666667,39.6104183333333,Koekoek,288.260869565217,933.913043478261,1369.375,1772.5,Male,Ethiopia
ETG2036,13.8219733333333,39.6101766666667,Koekoek,351.111111111111,817.777777777778,987.430555555556,1111.38888888889,Female,Ethiopia
ETG2037,13.8373533333333,39.6140266666667,Koekoek,357.701863354037,691.242236024845,1221.27976190476,1308.33333333333,Female,Ethiopia
ETG2037,13.8373533333333,39.6140266666667,Koekoek,265.217391304348,878.260869565217,1415,1940,Male,Ethiopia
ETG2039,13.8547366666667,39.5991883333333,Koekoek,342.857142857143,771.428571428571,1170.98214285714,1507.14285714286,Female,Ethiopia
ETG2040,13.8172064,39.6037472,Sasso,666.666666666667,1021.50537634409,1094.12997903564,1181.00358422939,Female,Ethiopia
ETG2041,13.7094,39.61354,S-RIR ,763.969363969364,1187.54578754579,1737.93650793651,1873.52941176471,Female,Ethiopia
ETG2042,13.7876533333333,39.5991266666667,Koekoek,619.310344827586,1173.33333333333,1706.91244239631,2107.83410138249,Male,Ethiopia
ETG2042,13.7876533333333,39.5991266666667,Koekoek,576.551724137931,1171.79487179487,1678.5111662531,1884.88888888889,Female,Ethiopia
ETG2045,13.7872066666667,39.598845,Koekoek,537.931034482759,933.333333333333,1483.87096774194,2253.33333333333,Female,Ethiopia
ETG2046,13.708345,39.6127533333333,S-RIR ,541.818181818182,760,1093.33333333333,1642.35294117647,Female,Ethiopia
ETG2047,13.70512,39.6105116666667,Koekoek,902.365591397849,1537.84946236559,1916.66666666667,2028.22222222222,Female,Ethiopia
ETG2048,13.7871566666667,39.5989483333333,Koekoek,593.103448275862,1156.66666666667,1408.06451612903,875.806451612903,Male,Ethiopia
ETG2048,13.7871566666667,39.5989483333333,Koekoek,588.505747126437,1086.66666666667,1220.43010752688,1150,Female,Ethiopia
ETG2049,13.702829265967,39.6413006074727,Sasso,826.780116435289,1399.87000439174,1971.42857142857,2142.85714285714,Female,Ethiopia
ETG2050,13.7100433333333,39.6166916666667,Horro,467.383177570093,1168.0701754386,1846.66666666667,1811.90476190476,Female,Ethiopia
ETG2051,13.7047958280891,39.6433013677597,Sasso,942.703962703963,1402.84382284382,1709.09090909091,2010.03134796238,Male,Ethiopia
ETG2051,13.7047958280891,39.6433013677597,Sasso,920,1320,1577.77777777778,2643.43434343434,Female,Ethiopia
ETG2052,13.7028533333333,39.6118666666667,S-RIR ,763.636363636364,763.636363636364,1314.44444444444,1614.70588235294,Female,Ethiopia
ETG2053,13.7042233333333,39.6118766666667,Kuroiler,927.272727272727,1200,1996.66666666667,2176.47058823529,Female,Ethiopia
ETG2054,13.7042313907295,39.6436498034745,Sasso,1028.2967032967,1415.65934065934,1771.42857142857,1797.4025974026,Female,Ethiopia
ETG2056,13.7874433333333,39.599335,Koekoek,597.011494252874,1172.22222222222,1719.67741935484,1932.83333333333,Female,Ethiopia
ETG2057,13.7066183333333,39.6128683333333,Kuroiler,769.242424242424,1728.33333333333,2282.66666666667,2511.76470588235,Female,Ethiopia
ETG2059,13.7873116666667,39.59972,Koekoek,623.218390804598,1231.11111111111,1875.69892473118,2059.56989247312,Male,Ethiopia
ETG2059,13.7873116666667,39.59972,Koekoek,607.969348659004,1374.92877492878,2101.73697270471,1939.60113960114,Female,Ethiopia
ETG2060,13.69355,39.6387516666667,S-RIR ,764.848484848485,746.666666666667,1120,1774.54545454545,Female,Ethiopia
ETG2061,13.7872233333333,39.5997466666667,Koekoek,589.49494949495,1195.55555555556,1691.61290322581,1877.33333333333,Female,Ethiopia
ETG2062,13.7021066666667,39.6421966666667,Horro,535.319913731129,1088.66396761134,1843.75,1890,Female,Ethiopia
ETG2063,13.6898605,39.6536233,Sasso,878.290598290598,1221.88034188034,1638.70967741935,2058.06451612903,Female,Ethiopia
ETG2064,13.7872183333333,39.5997333333333,Koekoek,573.567937438905,1134.27174975562,1670.64083457526,2140.08941877794,Female,Ethiopia
ETG2065,13.6899783333333,39.6414416666667,Kuroiler,467.205387205387,798.518518518518,1122.66666666667,1642.35294117647,Female,Ethiopia
ETG2066,13.6898605,39.6536233,Sasso,944.117647058824,1259.55882352941,1575,1519.80519480519,Female,Ethiopia
ETG2067,9.02112,38.8131183333333,Koekoek,561.290322580645,1045.16129032258,1539.35483870968,1958.66666666667,Female,Ethiopia
