household,lat,long,Strain,wt90,wt120,wt150,wt180,sex,country
THL1574,-8.86528166666667,34.7107983333333,Sasso,1413.52275132275,1242.50687830688,1407.624,1718.475,Female,Tanzania
THL1576,-8.86579333333333,34.7150516666667,Kuroiler,1089.07948717949,1327.79166666667,1611.54150197628,1541.54909090909,Female,Tanzania
THL1576,-8.86579333333333,34.7150516666667,Kuroiler,1120.0398989899,1500.81481481481,1519.7037037037,1538.59259259259,Male,Tanzania
THL1577,-8.86304,34.722845,Kuroiler,673.299300699301,2056.04897959184,2153.81892393321,2251.58886827458,Female,Tanzania
THL1577,-8.86304,34.722845,Kuroiler,763.897435897436,2811.07692307692,4858.25641025641,6905.4358974359,Male,Tanzania
THL1580,-8.86133166666667,34.718955,Sasso,1238.76195390437,1281.64637082903,1470.94117647059,1784.18736383442,Female,Tanzania
THL1582,-8.86077166666667,34.714735,Sasso,1644.09265350877,1950.68804824561,2439.35226504395,2693.35294117647,Female,Tanzania
THL1583,-8.854665,34.72471,Sasso,1095.36374269006,1353.24093567251,1612.42807017544,1848.5946969697,Female,Tanzania
THL1584,-8.86270333333333,34.717885,Sasso,1073.53174603175,1561.71626984127,1788.4126984127,2022.62393162393,Female,Tanzania
THL1585,-8.86203666666667,34.7147733333333,Sasso,1160.46127946128,1690.15103415103,1933.18820861678,1998.57201646091,Female,Tanzania
THL1587,-8.86145833333333,34.7127,Sasso,1063.67857142857,1485.46428571429,1819.61034482759,1920.10925925926,Female,Tanzania
THL1588,-8.86579333333333,34.7149816666667,Sasso,1054.51325757576,1235.95643939394,1618.3869047619,1959.66358024691,Female,Tanzania
THL1592,-8.86019333333333,34.728525,Kuroiler,1021.5,1140.83333333333,1511.25,1627,Female,Tanzania
THL1592,-8.86019333333333,34.728525,Kuroiler,1018.01623376623,1008.09848484848,1002.41666666667,996.734848484848,Male,Tanzania
THL1597,-8.86675333333333,34.7115116666667,Sasso,1199.17893217893,1740.04473304473,2061.52380952381,2273.30952380952,Female,Tanzania
THL1598,-8.85195666666667,34.7216433333333,Sasso,1291.78064516129,1633.10322580645,1977.9625,2176.07783018868,Female,Tanzania
THL1600,-8.86536,34.7186283333333,Kuroiler,1444.30193615908,1555.12820512821,2141.10650887574,2223.66153846154,Female,Tanzania
THL1600,-8.86536,34.7186283333333,Kuroiler,1694.00432900433,1651.66666666667,1397.12121212121,1142.57575757576,Male,Tanzania
THL1601,-8.84247333333333,34.6797,Sasso,490.88440597515,747.348178137652,1003.81195030015,1260.27572246266,Female,Tanzania
THL1602,-8.85795166666667,34.5588233333333,Sasso,290.501529051988,620.173875054609,949.84622105723,1279.51856705985,Female,Tanzania
THL1605,-8.84242333333333,34.679705,Sasso,172.582417582418,540.164835164835,907.747252747253,1275.32967032967,Female,Tanzania
THL1606,-8.84244333333333,34.6795483333333,Sasso,717.189358538658,769.942650807137,822.695943075616,875.449235344095,Female,Tanzania
THL1610,-8.84314,34.56369,Sasso,283.081122448979,734.56581632653,1186.05051020408,1637.53520408163,Female,Tanzania
THL1616,-8.84249333333333,34.6795066666667,Sasso,176.631652661065,565.077030812325,953.522408963585,1341.96778711485,Female,Tanzania
THL1618,-8.843055,34.5637883333333,Sasso,1801.13650793651,1801.68412698413,1802.23174603175,1802.77936507937,Female,Tanzania
THL1619,-8.8433,34.563695,Sasso,18357.7592592593,15515.8148148148,12673.8703703704,9831.92592592593,Female,Tanzania
THL1620,-8.84239166666667,34.6796033333333,Sasso,770.55606617647,36.8409586056673,499.994553376908,963.14814814815,Female,Tanzania
THL1622,-8.84316166666667,34.563825,Sasso,36794.1636363636,30793.5012987013,24792.838961039,18792.1766233766,Female,Tanzania
THL1629,-8.84806166666667,34.67709,Sasso,11671.2,10006.6285714286,8342.05714285714,6677.48571428571,Female,Tanzania
THL1631,-8.85792333333333,34.55884,Sasso,1444.16666666666,1601.30952380952,1758.45238095238,1915.59523809523,Female,Tanzania
THL1633,-8.84321166666667,34.56381,Sasso,448.828621031746,730.60689484127,1012.38516865079,1294.16344246032,Female,Tanzania
THL1634,-8.85719833333333,34.5590433333333,Sasso,335.559375,674.653125,1013.746875,1352.840625,Female,Tanzania
THL1635,-8.843105,34.56376,Sasso,844,844,844,1138.53125,Female,Tanzania
TLZ1001,-3.16133833333333,33.4984466666667,Sasso,791.324137931035,806.468965517241,1180.95862068966,1731.40689655172,Male,Tanzania
TLZ1001,-3.16133833333333,33.4984466666667,Sasso,724.719540229885,731.305747126437,1046.7816091954,1507.22988505747,Female,Tanzania
TLZ1002,-3.16075,33.505145,Sasso,691.686042692939,717.618226600985,1073.91871921182,1592.00985221675,Female,Tanzania
TLZ1002,-3.16075,33.505145,Sasso,1037.73337438424,1066.95197044335,1220.52586206897,1680.5474137931,Male,Tanzania
TLZ1003,-3.14370166666667,33.5240166666667,Sasso,645.965517241379,687.324137931034,1036.10344827586,1473.1724137931,Female,Tanzania
TLZ1003,-3.14370166666667,33.5240166666667,Sasso,861.093596059113,854.679802955665,1235.38916256158,1695.84482758621,Male,Tanzania
TLZ1004,-3.15441333333333,33.5049083333333,Kuroiler,848.176470588235,1015.72916666667,1553.94310344828,2371.68505747126,Female,Tanzania
TLZ1004,-3.15441333333333,33.5049083333333,Kuroiler,1104.57516339869,1323.13888888889,1642.70268199234,2498.41379310345,Male,Tanzania
TLZ1006,-3.15588666666667,33.5043,Sasso,812.379310344828,843.04214559387,1251.40804597701,1786.76724137931,Male,Tanzania
TLZ1006,-3.15588666666667,33.5043,Sasso,673.006896551724,722.458620689655,1146.51724137931,1612.89655172414,Female,Tanzania
TLZ1007,-3.150235,33.50896,Sasso,735.475862068966,740.668965517241,1067.18390804598,1469.59770114943,Female,Tanzania
TLZ1007,-3.150235,33.50896,Sasso,775.26091954023,889.524137931034,1353.97413793103,1801.58189655172,Male,Tanzania
TLZ1011,-3.16292,33.5110383333333,Kuroiler,1392.82503770739,1750.52991452991,2271.26666666667,3594.04482758621,Male,Tanzania
TLZ1011,-3.16292,33.5110383333333,Kuroiler,1152.97794117647,1427.67113095238,1708.05911330049,2487.37931034483,Female,Tanzania
TLZ1012,-3.160385,33.5191016666667,Sasso,981.015325670498,998.275862068965,1321.68103448276,1749.69827586207,Male,Tanzania
TLZ1012,-3.160385,33.5191016666667,Sasso,724,662.328735632184,1046.48965517241,1485.24827586207,Female,Tanzania
TLZ1013,-3.15539833333333,33.5211816666667,Kuroiler,762.823529411765,889.75,1337.01379310345,1810.90517241379,Female,Tanzania
TLZ1013,-3.15539833333333,33.5211816666667,Kuroiler,1015.11312217195,1181.63461538462,1682.1724137931,2376.54310344828,Male,Tanzania
TLZ1019,-3.16131833333333,33.49837,Sasso,788.10632183908,792.031609195402,1144.23850574713,1581.4367816092,Female,Tanzania
TLZ1019,-3.16131833333333,33.49837,Sasso,831.348275862069,832.496551724138,1218.54482758621,1685.40689655172,Male,Tanzania
TLZ1020,-3.15243833333333,33.5048366666667,Kuroiler,927.029411764706,1096.22685185185,1626.97318007663,2248.52380952381,Male,Tanzania
TLZ1020,-3.15243833333333,33.5048366666667,Kuroiler,982.941176470588,935.5,1502.50344827586,2134.87586206897,Female,Tanzania
TLZ1021,-3.1551,33.5030483333333,Sasso,745.909814323608,788.230769230769,1130.13672534362,1535.47492163009,Female,Tanzania
TLZ1021,-3.1551,33.5030483333333,Sasso,916.463601532567,906.431034482759,1216.06896551724,1658.63362068966,Male,Tanzania
TLZ1022,-3.16067666666667,33.5161366666667,Sasso,938.215517241379,925.163793103448,1306.16379310345,1738.125,Male,Tanzania
TLZ1022,-3.16067666666667,33.5161366666667,Sasso,2606.33333333333,722.225705329154,1066.1053291536,1421.26206896552,Female,Tanzania
TLZ1028,-3.14981166666667,33.5090866666667,Sasso,923.275862068965,936.568965517241,1230.38793103448,1765.86206896552,Male,Tanzania
TLZ1028,-3.14981166666667,33.5090866666667,Sasso,679.10875331565,714.198938992042,1093.66650590789,1504.79780564263,Female,Tanzania
TLZ1033,-3.14303166666667,33.5227116666667,Sasso,748.272413793104,761.931034482759,1114.1724137931,1614.80459770115,Female,Tanzania
TLZ1033,-3.14303166666667,33.5227116666667,Sasso,812.632183908046,823.055172413793,1201.82068965517,1646.28620689655,Male,Tanzania
TLZ1034,-3.14720666666667,33.5081833333333,Kuroiler,1184.36274509804,1415.06944444444,1638.93869731801,2372.36781609195,Male,Tanzania
TLZ1034,-3.14720666666667,33.5081833333333,Kuroiler,1101.72268907563,1325.41666666667,1658.79802955665,2461.58620689655,Female,Tanzania
TLZ1035,-3.14612,33.513475,Kuroiler,1113.53318250377,1262.52314814815,2157.49042145594,3220.98522167488,Male,Tanzania
TLZ1035,-3.14612,33.513475,Kuroiler,957.295751633987,1122.73148148148,1699.90282131661,2461.83699059561,Female,Tanzania
TLZ1038,-3.15470833333333,33.50334,Sasso,703.960212201592,780.604774535809,1080.99646330681,1458.7816091954,Female,Tanzania
TLZ1038,-3.15470833333333,33.50334,Sasso,789.442006269593,804.965517241379,1178.36206896552,1687.65086206897,Male,Tanzania
TLZ1081,-3.33359,33.789055,Sasso,752,694.568421052631,1229.1954887218,1545.82465422816,Female,Tanzania
TLZ1081,-3.33359,33.789055,Sasso,1255.33333333333,952.466666666667,1815.9126984127,2146.7962962963,Male,Tanzania
TLZ1082,-3.33544166666667,33.7888833333333,Sasso,1328.875,1334.75,1816.12380952381,2336.98095238095,Male,Tanzania
TLZ1082,-3.33544166666667,33.7888833333333,Sasso,702.013157894737,816.526315789474,1291.74887218045,1810.45563909774,Female,Tanzania
TLZ1083,-3.33099333333333,33.7835083333333,Kuroiler,500.28888888889,884.28888888889,1268.28888888889,1652.28888888889,Female,Tanzania
TLZ1083,-3.33099333333333,33.7835083333333,Kuroiler,496.2,898.2,1300.2,1702.2,Male,Tanzania
TLZ1085,-3.33043,33.7874883333333,Sasso,1261.33333333333,1348.49794238683,1972.52298850575,2742.46551724138,Male,Tanzania
TLZ1085,-3.33043,33.7874883333333,Sasso,742,830.937621832359,1366.60072595281,1963.38838475499,Female,Tanzania
TLZ1093,-3.359215,33.786105,Sasso,1205.33333333333,1341.58333333333,1819.04166666667,2315.29166666667,Male,Tanzania
TLZ1093,-3.359215,33.786105,Sasso,719.210526315789,815.729532163743,1289.19736842105,1773.53947368421,Female,Tanzania
TLZ1097,-3.33635666666667,33.8001116666667,Sasso,813.929824561404,687.11961722488,1093.75358851675,1550.99369747899,Female,Tanzania
TLZ1097,-3.33635666666667,33.8001116666667,Sasso,886.555555555555,965.833333333333,1746.4053030303,2365.45833333333,Male,Tanzania
TLZ1098,-3.33404666666667,33.7870766666667,Sasso,718.017543859649,825.255360623782,1290.79532163743,1772.19883040936,Female,Tanzania
TLZ1098,-3.33404666666667,33.7870766666667,Sasso,1207.63888888889,1346.41975308642,1800.26851851852,2272.21296296296,Male,Tanzania
TLZ1099,-3.354205,33.7805033333333,Sasso,1262.37222222222,1062.23747276688,1766.79831932773,2190.83193277311,Male,Tanzania
TLZ1099,-3.354205,33.7805033333333,Sasso,725.305555555556,1066.125,1394.76071428571,2107.04642857143,Female,Tanzania
TLZ1100,-3.334985,33.7885183333333,Sasso,706.302631578948,818.602339181287,1248.80284043442,1679.00334168755,Female,Tanzania
TLZ1100,-3.334985,33.7885183333333,Sasso,1323.75,1360.51851851852,1816.62962962963,2272.74074074074,Male,Tanzania
TLZ1104,-3.329875,33.7853233333333,Sasso,728.956140350877,810.134301270417,1347.98962429922,2009.12676763451,Female,Tanzania
TLZ1104,-3.329875,33.7853233333333,Sasso,1159.66666666667,1326.24712643678,1864.03603603604,2519.44144144144,Male,Tanzania
TLZ1106,-3.35679833333333,33.7863133333333,Sasso,778.407894736842,831.633458646617,1273.06578947368,1726.61842105263,Female,Tanzania
TLZ1106,-3.35679833333333,33.7863133333333,Sasso,1316,1355.60714285714,1870.53703703704,2459.42592592593,Male,Tanzania
TLZ1109,-3.32701833333333,33.7873333333333,Sasso,772.71052631579,810.877394636015,1109.93892137752,1294.03898635478,Female,Tanzania
TLZ1109,-3.32701833333333,33.7873333333333,Sasso,1330.41666666667,1334.16666666667,1555.18518518519,1592.22222222222,Male,Tanzania
TLZ1110,-3.35336333333333,33.78266,Sasso,1255.58088235294,1331.26131687243,1827.3,2372.96666666667,Male,Tanzania
TLZ1110,-3.35336333333333,33.78266,Sasso,754.571428571429,814.984126984127,1052.57142857143,1099.71428571429,Female,Tanzania
TLZ1115,-3.33235,33.78825,Sasso,755.105263157895,664.492822966507,1200.25,1525.04896574014,Female,Tanzania
TLZ1115,-3.33235,33.78825,Sasso,1284.66666666667,972.939393939394,1792.46944444444,2215.37692307692,Male,Tanzania
TLZ1117,-3.31474666666667,33.7907783333333,Sasso,800.795238095238,817.940476190476,1331.49483082707,1959.05592105263,Female,Tanzania
TLZ1117,-3.31474666666667,33.7907783333333,Sasso,1306.1977124183,1333.14619883041,1744.06535947712,2153.08496732026,Male,Tanzania
TLZ1118,-3.32900166666667,33.7773833333333,Sasso,764.092105263158,803.706766917293,1340.60463559535,1991.91916994394,Female,Tanzania
TLZ1118,-3.32900166666667,33.7773833333333,Sasso,1361,1324.71428571429,1828.59459459459,2412.78378378378,Male,Tanzania
TLZ1121,-3.17269333333333,34.0613266666667,Sasso,664.923076923077,2009,1618.44444444444,Inf,Male,Tanzania
TLZ1121,-3.17269333333333,34.0613266666667,Sasso,597.166666666667,2274.66666666667,1667.85185185185,Inf,Female,Tanzania
TLZ1122,-3.17342166666667,34.0602833333333,Sasso,847.059340659341,1070.19345238095,1699.875,2235.5,Male,Tanzania
TLZ1122,-3.17342166666667,34.0602833333333,Sasso,625.561904761905,833.982142857143,1329.8125,1787.74193548387,Female,Tanzania
TLZ1123,-3.17124,34.0645283333333,Kuroiler,1168.38709677419,1480.38461538462,1608.90306122449,1910.35714285714,Female,Tanzania
TLZ1123,-3.17124,34.0645283333333,Kuroiler,1339.31451612903,1702.16666666667,2010.34523809524,2205.52380952381,Male,Tanzania
TLZ1124,-3.18289,34.051025,Kuroiler,1098.12903225806,1270.66666666667,1528.93333333333,1807,Female,Tanzania
TLZ1124,-3.18289,34.051025,Kuroiler,1401.07258064516,1700.875,1973.66666666667,2357.2962962963,Male,Tanzania
TLZ1125,-3.17537,34.06434,Sasso,734.315789473684,1041.54901960784,1893.53431372549,1981.39285714286,Male,Tanzania
TLZ1125,-3.17537,34.06434,Sasso,604.5,884.117647058824,1358.38235294118,1749.98214285714,Female,Tanzania
TLZ1131,-3.17800833333333,34.0574233333333,Sasso,721.4,1205.17083333333,1198.71428571429,1955.80487804878,Female,Tanzania
TLZ1131,-3.17800833333333,34.0574233333333,Sasso,686.933333333333,1247.39425770308,1393.21020408163,2430.83170731707,Male,Tanzania
TLZ1132,-3.17995666666667,34.0589366666667,Sasso,990.069097222222,1320.86574074074,1603.85416666667,2284.67073170732,Male,Tanzania
TLZ1132,-3.17995666666667,34.0589366666667,Sasso,1286.97395833333,1647.35763888889,1242.91964285714,1991.98780487805,Female,Tanzania
TLZ1135,-3.17522666666667,34.05221,Sasso,879.592105263158,1135.42857142857,1417.94047619048,1729.03571428571,Male,Tanzania
TLZ1135,-3.17522666666667,34.05221,Sasso,784.764542936288,1010.01644736842,1258.00178571429,1572.43214285714,Female,Tanzania
TLZ1140,-3.18091333333333,34.0423683333333,Sasso,901.248015873016,1167.67658730159,1332.61989795918,1729.68112244898,Male,Tanzania
TLZ1140,-3.18091333333333,34.0423683333333,Sasso,827.291666666667,968.130952380952,1168.03214285714,1550.52678571429,Female,Tanzania
TLZ1142,-3.17548666666667,34.0452916666667,Sasso,841.761904761905,937.119047619048,1158.59642857143,1575.875,Female,Tanzania
TLZ1142,-3.17548666666667,34.0452916666667,Sasso,918.092261904762,1053.1369047619,1344.96428571429,1857.19642857143,Male,Tanzania
TLZ1145,-3.172655,34.05292,Kuroiler,1123.52222222222,1494.39743589744,2081.3880952381,2293.68571428571,Male,Tanzania
TLZ1145,-3.172655,34.05292,Kuroiler,974.111111111111,1227.5641025641,1710.40476190476,1911.71428571429,Female,Tanzania
TLZ1147,-3.17446333333333,34.057455,Sasso,824.352083333333,982.43125,1236.00892857143,1698.79807692308,Female,Tanzania
TLZ1147,-3.17446333333333,34.057455,Sasso,886.8953125,966.836805555556,1417.91865079365,2179.83760683761,Male,Tanzania
TLZ1148,-3.172175,34.0621466666667,Sasso,912.447420634921,1338.78132387707,1939.45508274232,1896.5431547619,Male,Tanzania
TLZ1148,-3.172175,34.0621466666667,Sasso,875.214285714286,1124.57446808511,1473.72340425532,1704.71785714286,Female,Tanzania
TLZ1149,-3.17299333333333,34.0619683333333,Sasso,1306.83982683983,2042.64285714286,2073.08163265306,3396.75510204082,Male,Tanzania
TLZ1149,-3.17299333333333,34.0619683333333,Sasso,1155.84467120181,2070.02380952381,2007.16326530612,3784.51020408163,Female,Tanzania
TLZ1152,-3.16764833333333,34.0620483333333,Kuroiler,1854.75,1834.92857142857,1734.38709677419,2141.8,Female,Tanzania
TLZ1156,-3.17331666666667,34.0607833333333,Sasso,1094.78571428571,1200.94642857143,1364.00297619048,2313.09756097561,Male,Tanzania
TLZ1156,-3.17331666666667,34.0607833333333,Sasso,933.785714285714,1053.83035714286,1219.49107142857,1816.90243902439,Female,Tanzania
TLZ1158,-3.172445,34.0624633333333,Sasso,1070.18095238095,1602.12525252525,1593.88282828283,2030.22926829268,Female,Tanzania
TLZ1158,-3.172445,34.0624633333333,Sasso,1084.94217687075,1576.12770562771,1927.10173160173,2650.13414634146,Male,Tanzania
TLZ1159,-3.17311833333333,34.0597466666667,Kuroiler,1803.5,2619.43333333333,2150.42857142857,2515.42857142857,Female,Tanzania
TLZ1160,-3.18491166666667,33.7799066666667,Sasso,691.75,1001.46489361702,1385.75212765957,1507.75925925926,Female,Tanzania
TLZ1160,-3.18491166666667,33.7799066666667,Sasso,1765.73333333333,1237.55460992908,1928.10780141844,1847.04938271605,Male,Tanzania
TLZ1161,-2.58262,34.1477616666667,Sasso,796.341463414634,1125.60975609756,1375.29411764706,1982.10344827586,Male,Tanzania
TLZ1161,-2.58262,34.1477616666667,Sasso,622.926829268293,809.512195121951,1040.86505190311,1861.58975659229,Female,Tanzania
TLZ1162,-2.58154166666667,34.150585,Sasso,530.834845735027,912.504537205082,1114.30127041742,1822.41379310345,Female,Tanzania
TLZ1162,-2.58154166666667,34.150585,Sasso,610.51724137931,991.551724137931,1221.14942528736,1969.59770114943,Male,Tanzania
TLZ1164,-2.58107166666667,34.148315,Kuroiler,476.734693877551,250.204081632653,912.402298850575,1724.19540229885,Female,Tanzania
TLZ1164,-2.58107166666667,34.148315,Kuroiler,497.471655328798,283.526077097506,978.735632183908,1768.3908045977,Male,Tanzania
TLZ1166,-2.58257833333333,34.1489633333333,Sasso,559.501915708812,946.283524904215,1157.85440613027,1850.06535947712,Female,Tanzania
TLZ1166,-2.58257833333333,34.1489633333333,Sasso,799.261083743842,1054.92610837438,1260.34482758621,1977.0197044335,Male,Tanzania
TLZ1167,-2.58233166666667,34.1488416666667,Sasso,568.060344827586,939.181034482759,1177.88177339901,1945.91133004926,Male,Tanzania
TLZ1167,-2.58233166666667,34.1488416666667,Sasso,558.316912972085,900.188834154351,1108.90804597701,1844.77011494253,Female,Tanzania
TLZ1168,-2.58230666666667,34.1486583333333,Kuroiler,796.206896551724,868.620689655172,956.666666666667,1728.04597701149,Male,Tanzania
TLZ1168,-2.58230666666667,34.1486583333333,Kuroiler,656.620689655172,783.862068965517,927.51724137931,1725.51724137931,Female,Tanzania
TLZ1173,-2.58237666666667,34.1489483333333,Sasso,550.948275862069,945.344827586207,1167.85714285714,1923.95320197044,Male,Tanzania
TLZ1173,-2.58237666666667,34.1489483333333,Sasso,548.591954022988,903.394909688013,1104.41160372195,1814.37876299945,Female,Tanzania
TLZ1174,-2.582275,34.1480016666667,Sasso,672.991452991453,816.581196581197,960.17094017094,1984.23234811166,Male,Tanzania
TLZ1174,-2.582275,34.1480016666667,Sasso,715.576923076923,810.769230769231,905.961538461538,1894.87068965517,Female,Tanzania
TLZ1175,-2.58191833333333,34.1497,Kuroiler,414.680631868132,108.32760989011,978.768472906404,1777.38916256158,Male,Tanzania
TLZ1175,-2.58191833333333,34.1497,Kuroiler,333.359375,120.078125,969.48275862069,1741.59482758621,Female,Tanzania
TLZ1178,-2.57733833333333,34.155185,Sasso,406.636418632789,899.558378705384,1122.10526315789,1806.76950998185,Female,Tanzania
TLZ1178,-2.57733833333333,34.155185,Sasso,558.218390804598,951.32183908046,1181.26436781609,1929.88505747126,Male,Tanzania
TLZ1179,-2.58256833333333,34.147815,Kuroiler,316.847290640394,770.541871921182,976.773399014778,1772.73399014778,Male,Tanzania
TLZ1179,-2.58256833333333,34.147815,Kuroiler,569.137931034483,742.413793103448,914.224137931035,1734.69827586207,Female,Tanzania
TLZ1184,-2.59337666666667,34.165575,Sasso,1091.88505747126,1104.98850574713,1134.89655172414,2393.51724137931,Male,Tanzania
TLZ1184,-2.59337666666667,34.165575,Sasso,551,971,1175.27586206897,1869.41379310345,Female,Tanzania
TLZ1187,-2.58592,34.1421266666667,Sasso,832.413793103448,1027.24137931034,1229.88505747126,1996.09195402299,Male,Tanzania
TLZ1187,-2.58592,34.1421266666667,Sasso,519.78221415608,885.662431941924,1092.95825771325,1804.24682395644,Female,Tanzania
TLZ1188,-2.57928166666667,34.1637716666667,Sasso,477.463198225449,926.132284734826,1119.92135511192,1785.8779491833,Female,Tanzania
TLZ1188,-2.57928166666667,34.1637716666667,Sasso,560.51724137931,991.551724137931,1188.10344827586,1982.24137931034,Male,Tanzania
TLZ1189,-2.58234833333333,34.16329,Sasso,522.201591511936,931.220159151194,1148.14323607427,1851.03448275862,Female,Tanzania
TLZ1189,-2.58234833333333,34.16329,Sasso,547.068965517241,946.206896551724,1164.59770114943,1938.3908045977,Male,Tanzania
TLZ1191,-2.57981666666667,34.1489916666667,Kuroiler,742.445615608881,1130.41376990357,955.411140583554,1954.04682274247,Male,Tanzania
TLZ1191,-2.57981666666667,34.1489916666667,Kuroiler,550.330417881438,764.324586977648,949.463601532567,1927.43961352657,Female,Tanzania
TLZ1193,-2.58152,34.1476216666667,Sasso,656.697530864198,985.092592592593,1313.48765432099,1934.81681034483,Male,Tanzania
TLZ1193,-2.58152,34.1476216666667,Sasso,706.646090534979,837.716049382716,968.786008230453,1876.09195402299,Female,Tanzania
TLZ1195,-2.58325333333333,34.150895,Sasso,601.130268199234,902.27969348659,1096.28352490421,1813.35249042146,Female,Tanzania
TLZ1195,-2.58325333333333,34.150895,Sasso,759.137931034483,957.413793103448,1157.64367816092,1958.33333333333,Male,Tanzania
TLZ1196,-2.58232666666667,34.1498333333333,Kuroiler,417.31527093596,749.088669950739,953.152709359606,1775.7881773399,Male,Tanzania
TLZ1196,-2.58232666666667,34.1498333333333,Kuroiler,508.448275862069,752.844827586207,937.887931034483,1736.63793103448,Female,Tanzania
TLZ1197,-2.58303,34.14963,Sasso,514.672413793103,900.01724137931,1090.90421455939,1889.15708812261,Male,Tanzania
TLZ1197,-2.58303,34.14963,Sasso,498.862068965517,940.586206896552,1155.44827586207,1778,Female,Tanzania
TLZ1198,-2.56513333333333,34.1700866666667,Sasso,483.51724137931,892.551724137931,1110.95172413793,1905.31034482759,Male,Tanzania
TLZ1200,-2.58302,34.1512233333333,Sasso,594.521072796935,899.11877394636,1091.68582375479,1789.78927203065,Female,Tanzania
TLZ1200,-2.58302,34.1512233333333,Sasso,604.396551724138,943.189655172414,1120.59267241379,1921.86422413793,Male,Tanzania
TLZ1201,-2.60917,33.8387616666667,Sasso,1111.26666666667,1274.90909090909,2288.09090909091,1646.8125,Male,Tanzania
TLZ1201,-2.60917,33.8387616666667,Sasso,1100.26666666667,1106.57636363636,1890.70363636364,1476.03125,Female,Tanzania
TLZ1202,-2.60802333333333,33.8491983333333,Sasso,703.90977443609,870.332706766917,1220.88721804511,1375.0625,Female,Tanzania
TLZ1202,-2.60802333333333,33.8491983333333,Sasso,685.428571428571,961.521428571429,1454.05714285714,1499,Male,Tanzania
TLZ1203,-2.59848333333333,33.84659,Sasso,734.254545454545,1569.89090909091,1444.27586206897,1492.56,Female,Tanzania
TLZ1203,-2.59848333333333,33.84659,Sasso,825.309090909091,1638.58181818182,1527.31034482759,1420.5,Male,Tanzania
TLZ1204,-2.61258333333333,33.8420283333333,Sasso,878.571428571429,1235.71428571429,1592.85714285714,1838,Male,Tanzania
TLZ1204,-2.61258333333333,33.8420283333333,Sasso,831.142857142857,1093.42857142857,1355.71428571429,1756.4,Female,Tanzania
TLZ1205,-2.608955,33.8490016666667,Kuroiler,1491.88306451613,1889.42708333333,1403.79310344828,3020.83333333333,Male,Tanzania
TLZ1205,-2.608955,33.8490016666667,Kuroiler,1448.66359447005,1719.16369047619,1297.38916256158,2231.25,Female,Tanzania
TLZ1206,-2.60876833333333,33.857325,Kuroiler,418.682268348935,828.374384236453,1654.31111111111,2642.07692307692,Female,Tanzania
TLZ1206,-2.60876833333333,33.857325,Kuroiler,434.858024691358,855.620689655172,2058.88888888889,3476.92307692308,Male,Tanzania
TLZ1207,-2.60798666666667,33.8580133333333,Sasso,405.717272727273,965.715974025974,1525.71467532468,1435.87234042553,Female,Tanzania
TLZ1207,-2.60798666666667,33.8580133333333,Sasso,325.8,1054.8,1783.8,1430.74468085106,Male,Tanzania
TLZ1209,-2.61112833333333,33.850785,Kuroiler,928.715909090909,987.045454545455,1693.51851851852,2623.71794871795,Male,Tanzania
TLZ1209,-2.61112833333333,33.850785,Kuroiler,1052.82857142857,1015.97142857143,1283.9,1817.13461538462,Female,Tanzania
TLZ1212,-2.60719833333333,33.8492666666667,Sasso,1233.53658536585,2100.60975609756,2967.68292682927,1894.13043478261,Male,Tanzania
TLZ1212,-2.60719833333333,33.8492666666667,Sasso,943.298780487805,1254.89634146341,1566.49390243902,1593.69565217391,Female,Tanzania
TLZ1213,-2.60141333333333,33.8496366666667,Sasso,778.301886792453,1613.20754716981,2282.88888888889,2414.78014184397,Male,Tanzania
TLZ1213,-2.60141333333333,33.8496366666667,Sasso,688.349056603774,1553.39622641509,1783.97736625514,1664.59574468085,Female,Tanzania
TLZ1217,-2.60807166666667,33.84882,Sasso,400,957.142857142857,1514.28571428571,1887.05035971223,Male,Tanzania
TLZ1217,-2.60807166666667,33.84882,Sasso,311.25,930,1548.75,1893.93939393939,Female,Tanzania
TLZ1219,-2.60802333333333,33.849035,Sasso,1016.78448275862,1635.35344827586,1432.44137931034,1562.6,Female,Tanzania
TLZ1219,-2.60802333333333,33.849035,Sasso,1069.8275862069,1689.48275862069,1513.65517241379,1765.6,Male,Tanzania
TLZ1221,-2.61180166666667,33.8507433333333,Sasso,359.70297029703,1367,2228,1198.30952380952,Male,Tanzania
TLZ1221,-2.61180166666667,33.8507433333333,Sasso,374.628712871287,1671.41176470588,1735.64705882353,1001.87074829932,Female,Tanzania
TLZ1224,-2.60868166666667,33.8491233333333,Kuroiler,897.164835164835,1306.50246305419,1881.36161616162,1938.30769230769,Female,Tanzania
TLZ1224,-2.60868166666667,33.8491233333333,Kuroiler,951.153846153846,1364.13793103448,2132.04444444444,2377.76923076923,Male,Tanzania
TLZ1226,-2.60368833333333,33.8476216666667,Kuroiler,2352.85714285714,2350.96774193548,3067,3941.08108108108,Male,Tanzania
TLZ1226,-2.60368833333333,33.8476216666667,Kuroiler,1562.57142857143,1565.22580645161,2210.1,2995.35135135135,Female,Tanzania
TLZ1229,-2.608695,33.8470316666667,Sasso,350,1014.28571428571,1678.57142857143,2265.30612244898,Male,Tanzania
TLZ1229,-2.608695,33.8470316666667,Sasso,343.25,893.428571428571,1443.60714285714,1961.08163265306,Female,Tanzania
